time_stamp,pm2.5_alt,station,pm2.5_atm,pm2.5_cf_1
2022-03-13 01:00:00+00:00,13.6,127469,20.6885,23.271
2022-03-13 02:00:00+00:00,7.3,127469,14.023,14.03
2022-03-13 03:00:00+00:00,7.3,127469,12.6235,12.838
2022-03-13 04:00:00+00:00,8.1,127469,14.074,14.0745
2022-03-13 05:00:00+00:00,2.4,127469,2.8955,2.8955
2022-03-13 06:00:00+00:00,12.4,127469,18.28,19.573500000000003
2022-03-13 07:00:00+00:00,5.5,127469,9.0975,9.099
2022-03-13 08:00:00+00:00,4.1,127469,6.526999999999999,6.529999999999999
2022-03-13 09:00:00+00:00,16.9,127469,25.188,27.9125
2022-03-13 10:00:00+00:00,14.1,127469,22.9405,23.421
2022-03-13 11:00:00+00:00,7.8,127469,13.2275,13.5765
2022-03-13 12:00:00+00:00,3.5,127469,5.587,5.587
2022-03-13 13:00:00+00:00,6.2,127469,10.9765,10.9765
2022-03-13 14:00:00+00:00,3.1,127469,4.4925,4.4925
2022-03-13 15:00:00+00:00,4.5,127469,7.4595,7.4595
2022-03-13 16:00:00+00:00,5.2,127469,8.937,8.937
2022-03-13 17:00:00+00:00,3.3,127469,4.8985,4.8985
2022-03-13 18:00:00+00:00,1.0,127469,0.4705,0.4705
2022-03-13 19:00:00+00:00,0.6,127469,0.138,0.138
2022-03-13 20:00:00+00:00,1.0,127469,0.3705,0.3705
2022-03-13 21:00:00+00:00,3.3,127469,4.452,5.074
2022-03-13 22:00:00+00:00,4.4,127469,6.7795000000000005,7.468
2022-03-13 23:00:00+00:00,2.7,127469,3.9155,3.916
2022-03-14 00:00:00+00:00,4.8,127469,8.5375,8.5405
2022-03-14 01:00:00+00:00,9.0,127469,13.3325,14.9005
2022-03-14 02:00:00+00:00,6.6,127469,11.727,11.931
2022-03-14 03:00:00+00:00,5.1,127469,7.885999999999999,8.589
2022-03-14 04:00:00+00:00,13.8,127469,20.3845,23.624
2022-03-14 05:00:00+00:00,23.1,127469,31.5855,37.761
2022-03-14 06:00:00+00:00,18.2,127469,26.8345,29.593
2022-03-14 07:00:00+00:00,16.1,127469,25.123,27.2505
2022-03-14 08:00:00+00:00,19.6,127469,29.136000000000003,32.1335
2022-03-14 09:00:00+00:00,13.5,127469,21.923,22.727
2022-03-14 10:00:00+00:00,4.4,127469,7.864,7.864
2022-03-14 11:00:00+00:00,0.3,127469,0.0015,0.0015
2022-03-14 12:00:00+00:00,2.3,127469,2.9935,3.0385
2022-03-14 13:00:00+00:00,1.0,127469,0.9855,0.9855
2022-03-14 14:00:00+00:00,0.2,127469,0.0025,0.0025
2022-03-14 15:00:00+00:00,0.2,127469,0.0235,0.0235
2022-03-14 16:00:00+00:00,0.4,127469,0.1075,0.1075
2022-03-14 17:00:00+00:00,0.1,127469,0.047,0.0465
2022-03-14 18:00:00+00:00,0.1,127469,0.017,0.017
2022-03-14 19:00:00+00:00,0.3,127469,0.2259999999999999,0.2259999999999999
2022-03-14 20:00:00+00:00,0.1,127469,0.0455,0.0455
2022-03-14 21:00:00+00:00,0.0,127469,0.0,0.0
2022-03-14 22:00:00+00:00,0.1,127469,0.044,0.044
2022-03-14 23:00:00+00:00,0.3,127469,0.2365,0.2365
2022-03-15 00:00:00+00:00,2.6,127469,4.075,4.155
2022-03-15 01:00:00+00:00,1.0,127469,1.1324999999999998,1.189
2022-03-15 02:00:00+00:00,0.4,127469,0.2555,0.2555
2022-03-15 03:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 04:00:00+00:00,0.3,127469,0.159,0.159
2022-03-15 05:00:00+00:00,0.6,127469,0.3705,0.3705
2022-03-15 06:00:00+00:00,0.8,127469,0.6184999999999999,0.6184999999999999
2022-03-15 07:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 08:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 09:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 10:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 11:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 12:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 13:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 14:00:00+00:00,0.1,127469,0.024,0.024
2022-03-15 15:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 16:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 17:00:00+00:00,0.0,127469,0.0,0.0
2022-03-15 18:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 19:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 20:00:00+00:00,0.2,127469,0.0,0.0
2022-03-15 21:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 22:00:00+00:00,0.1,127469,0.0,0.0
2022-03-15 23:00:00+00:00,3.6,127469,6.391,6.508
2022-03-16 00:00:00+00:00,1.3,127469,1.5045,1.5045
2022-03-16 01:00:00+00:00,7.5,127469,9.92,11.8685
2022-03-16 02:00:00+00:00,12.3,127469,18.12,19.3155
2022-03-16 03:00:00+00:00,11.5,127469,18.889,19.633000000000003
2022-03-16 04:00:00+00:00,13.3,127469,22.0395,22.566
2022-03-16 05:00:00+00:00,12.1,127469,20.4725,20.5715
2022-03-16 06:00:00+00:00,16.2,127469,25.5135,26.674
2022-03-16 07:00:00+00:00,10.0,127469,16.314999999999998,16.75
2022-03-16 08:00:00+00:00,5.1,127469,8.573,8.573
2022-03-16 09:00:00+00:00,7.7,127469,12.5535,12.6025
2022-03-16 10:00:00+00:00,5.9,127469,9.228,9.2345
2022-03-16 11:00:00+00:00,5.6,127469,8.3675,8.3675
2022-03-16 12:00:00+00:00,5.9,127469,9.1005,9.1005
2022-03-16 13:00:00+00:00,6.2,127469,9.428999999999998,9.4685
2022-03-16 14:00:00+00:00,4.0,127469,6.0465,6.0465
2022-03-16 15:00:00+00:00,2.7,127469,3.7255,3.7635
2022-03-16 16:00:00+00:00,3.2,127469,4.021,4.309
2022-03-16 17:00:00+00:00,1.8,127469,2.1855,2.1855
2022-03-16 18:00:00+00:00,1.6,127469,1.9955,1.9955
2022-03-16 19:00:00+00:00,1.0,127469,0.353,0.353
2022-03-16 20:00:00+00:00,0.7,127469,0.2505,0.2505
2022-03-16 21:00:00+00:00,0.4,127469,0.0945,0.0945
2022-03-16 22:00:00+00:00,0.0,127469,0.0015,0.0015
2022-03-16 23:00:00+00:00,0.1,127469,0.032,0.032
2022-03-17 00:00:00+00:00,0.5,127469,0.1865,0.1865
2022-03-17 01:00:00+00:00,0.5,127469,0.0605,0.0605
2022-03-17 02:00:00+00:00,5.9,127469,8.7395,9.6455
2022-03-17 03:00:00+00:00,6.1,127469,10.109,10.242
2022-03-17 04:00:00+00:00,11.6,127469,19.8725,20.811
2022-03-17 05:00:00+00:00,10.2,127469,16.603,17.420499999999997
2022-03-17 06:00:00+00:00,7.4,127469,12.3695,12.3695
2022-03-17 07:00:00+00:00,5.2,127469,7.9025,8.1045
2022-03-17 08:00:00+00:00,1.1,127469,0.5815,0.5815
2022-03-17 09:00:00+00:00,11.3,127469,15.3465,18.0065
2022-03-17 10:00:00+00:00,7.0,127469,11.3615,11.3615
2022-03-17 11:00:00+00:00,3.0,127469,3.9665,3.9665
2022-03-17 12:00:00+00:00,4.5,127469,6.751,6.7525
2022-03-17 13:00:00+00:00,5.2,127469,8.433,8.433
2022-03-17 14:00:00+00:00,1.5,127469,1.5140000000000002,1.5140000000000002
2022-03-17 15:00:00+00:00,4.8,127469,7.643499999999999,7.704499999999999
2022-03-17 16:00:00+00:00,0.5,127469,0.3655,0.3655
2022-03-17 17:00:00+00:00,0.1,127469,0.0,0.0
2022-03-17 18:00:00+00:00,0.1,127469,0.0,0.0
2022-03-17 19:00:00+00:00,0.1,127469,0.0,0.0
2022-03-17 20:00:00+00:00,0.1,127469,0.0,0.0
2022-03-17 21:00:00+00:00,0.2,127469,0.021,0.021
2022-03-17 22:00:00+00:00,0.1,127469,0.0,0.0
2022-03-17 23:00:00+00:00,0.3,127469,0.0355,0.0355
2022-03-18 00:00:00+00:00,0.9,127469,0.6725,0.6725
2022-03-18 01:00:00+00:00,6.3,127469,9.235,10.032
2022-03-18 02:00:00+00:00,2.7,127469,3.789,3.789
2022-03-18 03:00:00+00:00,11.2,127469,16.8495,18.077
2022-03-18 04:00:00+00:00,4.0,127469,6.3355,6.3455
2022-03-18 05:00:00+00:00,8.5,127469,12.7995,13.6555
2022-03-18 06:00:00+00:00,14.8,127469,21.529,23.9495
2022-03-18 07:00:00+00:00,6.5,127469,10.8285,11.2705
2022-03-18 08:00:00+00:00,9.2,127469,15.3105,15.705000000000002
2022-03-18 09:00:00+00:00,14.3,127469,21.394,22.5645
2022-03-18 10:00:00+00:00,3.1,127469,4.711,4.711
2022-03-18 11:00:00+00:00,4.9,127469,8.1385,8.1385
2022-03-18 12:00:00+00:00,2.3,127469,3.0755,3.0755
2022-03-18 13:00:00+00:00,4.9,127469,7.5405,7.5405
2022-03-18 14:00:00+00:00,12.9,127469,20.344,21.1005
2022-03-18 15:00:00+00:00,16.5,127469,25.917,27.3405
2022-03-18 16:00:00+00:00,17.5,127469,27.6535,29.009
2022-03-18 17:00:00+00:00,12.7,127469,22.8595,22.9215
2022-03-18 18:00:00+00:00,8.3,127469,17.011499999999998,17.011499999999998
2022-03-18 19:00:00+00:00,0.2,127469,0.131,0.131
2022-03-18 20:00:00+00:00,0.0,127469,0.0,0.0
2022-03-18 21:00:00+00:00,0.0,127469,0.0,0.0
2022-03-18 22:00:00+00:00,0.0,127469,0.0,0.0
2022-03-18 23:00:00+00:00,0.0,127469,0.0,0.0
2022-03-19 00:00:00+00:00,0.2,127469,0.0805,0.0805
2022-03-19 01:00:00+00:00,8.2,127469,11.4535,13.474
2022-03-19 02:00:00+00:00,8.2,127469,12.4,13.5895
2022-03-19 03:00:00+00:00,2.0,127469,2.683,2.683
2022-03-19 04:00:00+00:00,13.4,127469,21.344,23.085
2022-03-19 05:00:00+00:00,16.1,127469,24.0815,26.8845
2022-03-19 06:00:00+00:00,14.3,127469,23.6735,24.315
2022-03-19 07:00:00+00:00,15.7,127469,24.189,25.862
2022-03-19 08:00:00+00:00,9.9,127469,17.328,17.354
2022-03-19 09:00:00+00:00,16.7,127469,25.5205,26.895000000000003
2022-03-19 10:00:00+00:00,11.9,127469,20.746,20.784
2022-03-19 11:00:00+00:00,6.8,127469,12.3335,12.3335
2022-03-19 12:00:00+00:00,6.5,127469,11.616,11.616
2022-03-19 13:00:00+00:00,8.5,127469,13.43,13.7175
2022-03-19 14:00:00+00:00,19.1,127469,27.5305,30.179
2022-03-19 15:00:00+00:00,8.9,127469,16.948999999999998,16.9615
2022-03-19 16:00:00+00:00,7.3,127469,14.1985,14.1985
2022-03-19 17:00:00+00:00,10.1,127469,19.9855,20.181
2022-03-19 18:00:00+00:00,0.8,127469,0.3335,0.3335
2022-03-19 19:00:00+00:00,0.3,127469,0.0065,0.0065
2022-03-19 20:00:00+00:00,1.9,127469,2.1855,3.061
2022-03-19 21:00:00+00:00,2.5,127469,4.1315,4.2575
2022-03-19 22:00:00+00:00,1.7,127469,2.149,2.521
2022-03-19 23:00:00+00:00,4.8,127469,8.161,8.258
2022-03-20 00:00:00+00:00,4.4,127469,7.301,7.313499999999999
2022-03-20 01:00:00+00:00,3.0,127469,4.415,4.4245
2022-03-20 02:00:00+00:00,3.3,127469,4.567,4.567
2022-03-20 03:00:00+00:00,1.1,127469,1.1875,1.1875
2022-03-20 04:00:00+00:00,1.2,127469,1.48,1.48
2022-03-20 05:00:00+00:00,9.2,127469,15.5685,15.893
2022-03-20 06:00:00+00:00,10.3,127469,18.289,18.4175
2022-03-20 07:00:00+00:00,4.6,127469,7.1555,7.1555
2022-03-20 08:00:00+00:00,8.0,127469,13.784,13.784
2022-03-20 09:00:00+00:00,7.5,127469,13.424,13.424
2022-03-20 10:00:00+00:00,8.1,127469,11.7825,12.1785
2022-03-20 11:00:00+00:00,1.0,127469,0.692,0.692
2022-03-20 12:00:00+00:00,3.2,127469,4.1715,4.1715
2022-03-20 13:00:00+00:00,6.5,127469,9.8825,9.8825
2022-03-20 14:00:00+00:00,12.7,127469,19.2555,20.0865
2022-03-20 15:00:00+00:00,10.2,127469,17.2845,17.3515
2022-03-20 16:00:00+00:00,4.8,127469,7.555999999999999,7.555999999999999
2022-03-20 17:00:00+00:00,0.2,127469,0.0,0.0
2022-03-20 18:00:00+00:00,0.2,127469,0.0295,0.0295
2022-03-20 19:00:00+00:00,0.1,127469,0.0475,0.0475
2022-03-20 20:00:00+00:00,0.0,127469,0.0,0.0
2022-03-20 21:00:00+00:00,0.1,127469,0.0625,0.0625
2022-03-20 22:00:00+00:00,0.0,127469,0.0,0.0
2022-03-20 23:00:00+00:00,0.0,127469,0.0,0.0
2022-03-21 00:00:00+00:00,0.1,127469,0.0,0.0
2022-03-21 01:00:00+00:00,3.0,127469,4.612,4.641
2022-03-21 02:00:00+00:00,5.0,127469,8.6275,8.6675
2022-03-21 03:00:00+00:00,4.8,127469,7.635,7.6405
2022-03-21 04:00:00+00:00,0.1,127469,0.0015,0.0015
2022-03-21 05:00:00+00:00,31.8,127469,39.316500000000005,53.232
2022-03-21 06:00:00+00:00,10.2,127469,17.32,17.35
2022-03-21 07:00:00+00:00,8.9,127469,16.245,16.245
2022-03-21 08:00:00+00:00,3.3,127469,4.7195,4.7195
2022-03-21 09:00:00+00:00,7.1,127469,12.2025,12.2085
2022-03-21 10:00:00+00:00,4.1,127469,5.668,5.668
2022-03-21 11:00:00+00:00,2.5,127469,3.412,3.412
2022-03-21 12:00:00+00:00,2.4,127469,3.21,3.21
2022-03-21 13:00:00+00:00,3.4,127469,4.557,4.557
2022-03-21 14:00:00+00:00,7.1,127469,11.2835,11.2975
2022-03-21 15:00:00+00:00,8.1,127469,13.5225,13.573
2022-03-21 16:00:00+00:00,1.1,127469,0.614,0.614
2022-03-21 17:00:00+00:00,1.0,127469,0.6365,0.6365
2022-03-21 18:00:00+00:00,1.9,127469,2.2775,2.2785
2022-03-21 19:00:00+00:00,0.8,127469,0.35,0.35
2022-03-21 20:00:00+00:00,0.5,127469,0.135,0.135
2022-03-21 21:00:00+00:00,0.2,127469,0.0,0.0
2022-03-21 22:00:00+00:00,0.3,127469,0.21,0.21
2022-03-21 23:00:00+00:00,1.7,127469,2.2055,2.261
2022-03-22 00:00:00+00:00,1.6,127469,2.4685,2.4685
2022-03-22 01:00:00+00:00,3.8,127469,6.048500000000001,6.051
2022-03-22 02:00:00+00:00,,127469,2.2615,2.2615
2022-03-22 03:00:00+00:00,17.3,127469,25.4965,29.409
2022-03-22 04:00:00+00:00,17.8,127469,27.591,30.148
2022-03-22 05:00:00+00:00,19.7,127469,27.145,32.9065
2022-03-22 06:00:00+00:00,3.3,127469,5.151,5.151
2022-03-22 07:00:00+00:00,13.6,127469,18.617,22.786
2022-03-22 08:00:00+00:00,8.3,127469,14.3525,14.677
2022-03-22 09:00:00+00:00,5.2,127469,8.7075,8.7075
2022-03-22 10:00:00+00:00,4.0,127469,6.225,6.225
2022-03-22 11:00:00+00:00,1.8,127469,2.139,2.139
2022-03-22 12:00:00+00:00,2.7,127469,3.775,3.775
2022-03-22 13:00:00+00:00,3.3,127469,4.9905,4.9905
2022-03-22 14:00:00+00:00,11.0,127469,18.673,18.967
2022-03-22 15:00:00+00:00,10.5,127469,19.707,19.995
2022-03-22 16:00:00+00:00,7.8,127469,15.3085,15.3085
2022-03-22 17:00:00+00:00,3.2,127469,4.8335,4.8335
2022-03-22 18:00:00+00:00,1.8,127469,2.0985,2.1335
2022-03-22 19:00:00+00:00,2.5,127469,3.3105,3.5815
2022-03-22 20:00:00+00:00,1.1,127469,1.009,1.0095
2022-03-22 21:00:00+00:00,1.4,127469,1.4615,1.4615
2022-03-22 22:00:00+00:00,0.5,127469,0.1415,0.1415
2022-03-22 23:00:00+00:00,0.8,127469,0.459,0.459
2022-03-23 00:00:00+00:00,1.2,127469,1.1175,1.1175
2022-03-23 01:00:00+00:00,1.8,127469,2.2095,2.2095
2022-03-23 02:00:00+00:00,1.2,127469,1.0955,1.096
2022-03-23 03:00:00+00:00,2.1,127469,2.716,2.716
2022-03-23 04:00:00+00:00,4.3,127469,7.228999999999999,7.228999999999999
2022-03-23 05:00:00+00:00,6.5,127469,11.8535,11.8535
2022-03-23 06:00:00+00:00,17.6,127469,25.9885,29.4075
2022-03-23 07:00:00+00:00,10.3,127469,18.229,18.2345
2022-03-23 08:00:00+00:00,5.0,127469,7.827999999999999,7.827999999999999
2022-03-23 09:00:00+00:00,4.1,127469,5.88,5.88
2022-03-23 10:00:00+00:00,3.4,127469,4.397,4.397
2022-03-23 11:00:00+00:00,3.0,127469,4.45,4.45
2022-03-23 12:00:00+00:00,12.7,127469,19.0205,20.3585
2022-03-23 13:00:00+00:00,30.4,127469,36.799,47.8125
2022-03-23 14:00:00+00:00,22.4,127469,31.173,35.445
2022-03-23 15:00:00+00:00,7.9,127469,14.11,14.1825
2022-03-23 16:00:00+00:00,1.6,127469,2.339,2.339
2022-03-23 17:00:00+00:00,0.4,127469,0.079,0.079
2022-03-23 18:00:00+00:00,0.3,127469,0.0035,0.0035
2022-03-23 19:00:00+00:00,0.2,127469,0.004,0.004
2022-03-23 20:00:00+00:00,0.6,127469,0.264,0.264
2022-03-23 21:00:00+00:00,0.4,127469,0.03,0.03
2022-03-23 22:00:00+00:00,0.2,127469,0.0,0.0
2022-03-23 23:00:00+00:00,0.2,127469,0.001,0.001
2022-03-24 00:00:00+00:00,0.8,127469,0.5965,0.5965
2022-03-24 01:00:00+00:00,1.0,127469,0.6285000000000001,0.6285000000000001
2022-03-24 02:00:00+00:00,3.5,127469,5.5455000000000005,5.637499999999999
2022-03-24 03:00:00+00:00,8.9,127469,14.979500000000002,15.2425
2022-03-24 04:00:00+00:00,15.4,127469,22.981,26.2315
2022-03-24 05:00:00+00:00,8.7,127469,13.841,15.415500000000002
2022-03-24 06:00:00+00:00,0.2,127469,0.0095,0.0095
2022-03-24 07:00:00+00:00,0.6,127469,0.6975,0.6975
2022-03-24 08:00:00+00:00,0.2,127469,0.003,0.003
2022-03-24 09:00:00+00:00,0.1,127469,0.0015,0.0015
2022-03-24 10:00:00+00:00,0.1,127469,0.0,0.0
2022-03-24 11:00:00+00:00,1.5,127469,1.6670000000000005,1.6670000000000005
2022-03-24 12:00:00+00:00,1.0,127469,0.7065,0.7065
2022-03-24 13:00:00+00:00,2.7,127469,3.338,3.346
2022-03-24 14:00:00+00:00,2.3,127469,2.8920000000000003,2.8920000000000003
2022-03-24 15:00:00+00:00,0.8,127469,0.573,0.573
2022-03-24 16:00:00+00:00,0.0,127469,0.0,0.0
2022-03-24 17:00:00+00:00,0.1,127469,0.0,0.0
2022-03-24 18:00:00+00:00,0.0,127469,0.0,0.0
2022-03-24 19:00:00+00:00,0.0,127469,0.0,0.0
2022-03-24 20:00:00+00:00,0.5,127469,0.1045,0.1045
2022-03-24 21:00:00+00:00,0.2,127469,0.1445,0.1445
2022-03-24 22:00:00+00:00,0.0,127469,0.0,0.0
2022-03-24 23:00:00+00:00,0.0,127469,0.0015,0.0015
2022-03-25 00:00:00+00:00,0.5,127469,0.3245,0.3245
2022-03-25 01:00:00+00:00,5.9,127469,9.9015,9.9925
2022-03-25 02:00:00+00:00,1.2,127469,1.181,1.181
2022-03-25 03:00:00+00:00,15.8,127469,23.5465,26.2095
2022-03-25 04:00:00+00:00,25.7,127469,34.48950000000001,42.8895
2022-03-25 05:00:00+00:00,16.6,127469,25.0615,26.659
2022-03-25 06:00:00+00:00,17.8,127469,25.413,28.652
2022-03-25 07:00:00+00:00,7.0,127469,11.0505,11.0525
2022-03-25 08:00:00+00:00,5.6,127469,8.417,8.417
2022-03-25 09:00:00+00:00,3.5,127469,4.8025,4.8035
2022-03-25 10:00:00+00:00,1.7,127469,1.92,1.92
2022-03-25 11:00:00+00:00,3.9,127469,5.3105,5.3105
2022-03-25 12:00:00+00:00,3.7,127469,5.036,5.0375
2022-03-25 13:00:00+00:00,1.8,127469,2.0475000000000003,2.0475000000000003
2022-03-25 14:00:00+00:00,3.5,127469,5.0855,5.0845
2022-03-25 15:00:00+00:00,1.3,127469,1.2655,1.2655
2022-03-25 16:00:00+00:00,1.0,127469,0.6950000000000001,0.6950000000000001
2022-03-25 17:00:00+00:00,0.3,127469,0.0125,0.0125
2022-03-25 18:00:00+00:00,0.3,127469,0.0,0.0
2022-03-25 19:00:00+00:00,0.1,127469,0.0,0.0
2022-03-25 20:00:00+00:00,0.1,127469,0.009,0.009
2022-03-25 21:00:00+00:00,0.1,127469,0.002,0.002
2022-03-25 22:00:00+00:00,0.1,127469,0.013,0.013
2022-03-25 23:00:00+00:00,0.1,127469,0.0015,0.0015
2022-03-26 00:00:00+00:00,0.4,127469,0.2035,0.2035
2022-03-26 01:00:00+00:00,5.5,127469,8.5745,8.6595
2022-03-26 02:00:00+00:00,13.7,127469,19.794,22.9685
2022-03-26 03:00:00+00:00,4.5,127469,7.07,7.134
2022-03-26 04:00:00+00:00,3.1,127469,4.7045,4.7745
2022-03-26 05:00:00+00:00,9.4,127469,13.1,14.996
2022-03-26 06:00:00+00:00,6.9,127469,10.686,11.0625
2022-03-26 07:00:00+00:00,5.1,127469,8.051,8.051
2022-03-26 08:00:00+00:00,6.4,127469,10.6545,10.79
2022-03-26 09:00:00+00:00,3.8,127469,6.378500000000001,6.378500000000001
2022-03-26 10:00:00+00:00,4.8,127469,8.006,8.0045
2022-03-26 11:00:00+00:00,1.9,127469,2.3095,2.3095
2022-03-26 12:00:00+00:00,0.5,127469,0.0515,0.0515
2022-03-26 13:00:00+00:00,1.3,127469,1.231,1.231
2022-03-26 14:00:00+00:00,3.7,127469,5.487500000000001,5.487500000000001
2022-03-26 15:00:00+00:00,2.5,127469,3.469,3.469
2022-03-26 16:00:00+00:00,1.6,127469,1.791,1.791
2022-03-26 17:00:00+00:00,1.0,127469,0.8335,0.8335
2022-03-26 18:00:00+00:00,1.0,127469,0.7809999999999999,0.7809999999999999
2022-03-26 19:00:00+00:00,5.0,127469,11.245,11.245
2022-03-26 20:00:00+00:00,4.3,127469,9.032,9.032
2022-03-26 21:00:00+00:00,5.3,127469,10.89,11.231
2022-03-26 22:00:00+00:00,4.1,127469,8.193,8.193
2022-03-26 23:00:00+00:00,4.3,127469,7.913500000000001,7.980499999999999
2022-03-27 00:00:00+00:00,3.6,127469,5.781499999999999,5.781499999999999
2022-03-27 01:00:00+00:00,5.2,127469,7.5705,8.061499999999999
2022-03-27 02:00:00+00:00,23.8,127469,33.455,43.4675
2022-03-27 03:00:00+00:00,9.9,127469,16.936,17.8355
2022-03-27 04:00:00+00:00,10.6,127469,18.7095,19.8795
2022-03-27 05:00:00+00:00,18.5,127469,28.5095,31.032
2022-03-27 06:00:00+00:00,11.5,127469,18.8765,19.79
2022-03-27 07:00:00+00:00,8.7,127469,13.3505,14.0365
2022-03-27 08:00:00+00:00,6.2,127469,11.56,11.56
2022-03-27 09:00:00+00:00,8.7,127469,15.657,15.9385
2022-03-27 10:00:00+00:00,4.9,127469,8.35,8.35
2022-03-27 11:00:00+00:00,6.1,127469,10.3215,10.3215
2022-03-27 12:00:00+00:00,6.8,127469,11.314,11.314
2022-03-27 13:00:00+00:00,6.3,127469,11.1155,11.1185
2022-03-27 14:00:00+00:00,21.6,127469,31.0285,35.5885
2022-03-27 15:00:00+00:00,13.7,127469,22.9715,25.074
2022-03-27 16:00:00+00:00,7.3,127469,14.6615,14.7565
2022-03-27 17:00:00+00:00,4.4,127469,7.759,7.759
2022-03-27 18:00:00+00:00,4.7,127469,8.525500000000001,8.5565
2022-03-27 19:00:00+00:00,4.1,127469,7.3515,7.3515
2022-03-27 20:00:00+00:00,2.5,127469,4.0195,4.0205
2022-03-27 21:00:00+00:00,1.4,127469,1.4925,1.493
2022-03-27 22:00:00+00:00,2.0,127469,3.106,3.106
2022-03-27 23:00:00+00:00,1.3,127469,1.4345,1.4345
2022-03-28 00:00:00+00:00,1.5,127469,1.535,1.535
2022-03-28 01:00:00+00:00,3.7,127469,6.1425,6.1425
2022-03-28 02:00:00+00:00,11.2,127469,16.941000000000003,19.476
2022-03-28 03:00:00+00:00,16.8,127469,24.9495,28.946
2022-03-28 04:00:00+00:00,19.5,127469,25.623,32.847
2022-03-28 05:00:00+00:00,31.6,127469,39.474500000000006,53.165
2022-03-28 06:00:00+00:00,10.9,127469,16.961,17.721
2022-03-28 07:00:00+00:00,11.8,127469,18.235,18.8435
2022-03-28 08:00:00+00:00,9.6,127469,17.7595,17.7595
2022-03-28 09:00:00+00:00,5.2,127469,9.08,9.08
2022-03-28 10:00:00+00:00,5.2,127469,7.984500000000001,8.1745
2022-03-28 11:00:00+00:00,9.4,127469,16.317,16.7045
2022-03-28 12:00:00+00:00,9.0,127469,18.3035,18.3035
2022-03-28 13:00:00+00:00,9.6,127469,15.71,16.394
2022-03-28 14:00:00+00:00,16.6,127469,26.7615,28.02
2022-03-28 15:00:00+00:00,13.4,127469,23.496,23.844
2022-03-28 16:00:00+00:00,10.3,127469,20.130000000000003,20.1445
2022-03-28 17:00:00+00:00,7.7,127469,15.9025,15.9025
2022-03-28 18:00:00+00:00,2.2,127469,2.9555,2.9555
2022-03-28 19:00:00+00:00,2.7,127469,4.3825,4.3825
2022-03-28 20:00:00+00:00,1.5,127469,1.796,1.796
2022-03-28 21:00:00+00:00,0.8,127469,0.308,0.308
2022-03-28 22:00:00+00:00,0.3,127469,0.022,0.022
2022-03-28 23:00:00+00:00,0.4,127469,0.3215,0.3215
2022-03-29 00:00:00+00:00,0.3,127469,0.019,0.019
2022-03-29 01:00:00+00:00,1.4,127469,1.5419999999999998,1.5419999999999998
2022-03-29 02:00:00+00:00,1.5,127469,1.8355,1.8395
2022-03-29 03:00:00+00:00,0.6,127469,0.477,0.477
2022-03-29 04:00:00+00:00,3.6,127469,5.372999999999999,5.379
2022-03-29 05:00:00+00:00,7.0,127469,10.735,11.1315
2022-03-29 06:00:00+00:00,6.9,127469,11.488499999999998,11.553
2022-03-29 07:00:00+00:00,0.9,127469,0.7505,0.7505
2022-03-29 08:00:00+00:00,2.7,127469,4.0705,4.0705
2022-03-29 09:00:00+00:00,2.7,127469,3.6795,3.6795
2022-03-29 10:00:00+00:00,3.7,127469,5.3870000000000005,5.3870000000000005
2022-03-29 11:00:00+00:00,1.7,127469,2.0955,2.0955
2022-03-29 12:00:00+00:00,6.4,127469,10.888000000000002,11.0555
2022-03-29 13:00:00+00:00,3.3,127469,4.8420000000000005,4.8420000000000005
2022-03-29 14:00:00+00:00,5.9,127469,9.468,9.468
2022-03-29 15:00:00+00:00,3.2,127469,4.748,4.748
2022-03-29 16:00:00+00:00,1.2,127469,1.399,1.399
2022-03-29 17:00:00+00:00,0.3,127469,0.0015,0.0015
2022-03-29 18:00:00+00:00,0.1,127469,0.002,0.002
2022-03-29 19:00:00+00:00,0.1,127469,0.0,0.0
2022-03-29 20:00:00+00:00,0.1,127469,0.0,0.0
2022-03-29 21:00:00+00:00,0.1,127469,0.0,0.0
2022-03-29 22:00:00+00:00,0.1,127469,0.0,0.0
2022-03-29 23:00:00+00:00,0.1,127469,0.0,0.0
2022-03-30 00:00:00+00:00,0.2,127469,0.0,0.0
2022-03-30 01:00:00+00:00,0.4,127469,0.0315,0.0315
2022-03-30 02:00:00+00:00,15.3,127469,24.59,27.8775
2022-03-30 03:00:00+00:00,3.6,127469,4.831,5.1235
2022-03-30 04:00:00+00:00,10.5,127469,15.076,17.071
2022-03-30 05:00:00+00:00,11.9,127469,19.3675,19.61
2022-03-30 06:00:00+00:00,12.8,127469,22.606,23.073500000000003
2022-03-30 07:00:00+00:00,6.0,127469,11.2255,11.2255
