time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2020-02-03T20:00:00Z,21.541,69.409,856.197,26.4,25.7,27,35.0805,33.026,37.135,50.406,47.302,53.51
2020-02-03T21:00:00Z,19.333,71.733,856.448,1.2,1.2,1.3,1.4015,1.267,1.536,1.4015,1.267,1.536
2020-02-04T16:00:00Z,19.6,69.222,868.512,0.6,0.6,0.5,0.08499999999999999,0.078,0.092,0.08499999999999999,0.078,0.092
2020-02-04T17:00:00Z,15.666,74.666,868.67,0.9,0.9,0.8,0.6759999999999999,0.769,0.583,0.6759999999999999,0.769,0.583
2020-02-04T18:00:00Z,15.133,75.967,868.91,23.9,23.3,24.6,31.368000000000002,29.126,33.61,45.9905,42.639,49.342
2020-02-04T19:00:00Z,14.522,78.1,869.15,1.4,1.5,1.3,2.018,2.022,2.014,2.0244999999999997,2.031,2.018
2020-02-04T20:00:00Z,16.1,75.166,868.985,1.2,1.2,1.2,1.1735,1.209,1.138,1.1735,1.209,1.138
2020-02-13T04:00:00Z,26.383,60.117,928.605,17.9,16.3,19.6,27.701999999999998,25.351,30.053,32.748,28.983,36.513
2020-02-13T05:00:00Z,42.2,36.667,928.247,13.7,13,14.5,27.3645,24.644,30.085,29.0175,25.861,32.174
2020-02-13T06:00:00Z,50.233,31.966,927.553,15.9,15.3,16.5,33.394999999999996,30.738,36.052,35.364000000000004,31.954,38.774
2020-02-13T07:00:00Z,50.3,30.3,927.111,12.2,11.6,12.7,27.494,24.834,30.154,27.708,24.89,30.526
2020-02-13T08:00:00Z,51.734,29.934,927.142,31.3,29.9,32.8,53.1515,48.485,57.818,72.95949999999999,64.621,81.298
2020-02-13T09:00:00Z,54.3,29.733,926.981,21.1,20.3,21.9,38.435,35.802,41.068,48.5235,43.808,53.239
2020-02-13T10:00:00Z,55.367,29.834,926.37,10,10.9,9.1,22.283,22.638,21.928,22.4145,22.892,21.937
2020-02-13T11:00:00Z,55.5,30.2,925.834,11.8,12.1,11.4,26.1825,25.446,26.919,26.445999999999998,25.747,27.145
2020-02-13T12:00:00Z,56.633,30,925.004,11,11,10.9,24.233,22.352,26.114,24.252000000000002,22.361,26.143
2020-02-13T13:00:00Z,57.633,29.034,923.587,13.2,13.2,13.3,29.928,28.009,31.847,30.264499999999998,28.199,32.33
2020-02-13T14:00:00Z,58.6,28.534,922.673,10.5,12.2,8.9,22.6295,25.138,20.121,23.4185,25.965,20.872
2020-02-13T15:00:00Z,58.567,29.233,922.317,10.6,10.8,10.5,21.619,20.315,22.923,24.0195,22.008,26.031
2020-02-13T16:00:00Z,56.7,31.733,921.071,7,6.9,7.1,14.008,12.918,15.098,14.142,12.942,15.342
2020-02-13T17:00:00Z,53.166,33.133,920.11,6.9,7.1,6.6,14.102,13.535,14.669,14.2095,13.605,14.814
2020-02-13T18:00:00Z,49.434,35.834,919.046,3.6,3.8,3.3,6.1225000000000005,6.232,6.013,6.1225000000000005,6.232,6.013
2020-02-13T19:00:00Z,48,36.834,917.708,4.7,5,4.4,8.924,8.9,8.948,8.9535,8.927,8.98
2020-02-13T20:00:00Z,48.733,36.834,916.36,3.9,4.1,3.6,6.8395,6.966,6.713,6.843999999999999,6.967,6.721
2020-02-13T21:00:00Z,51.334,36.933,915.49,4.8,5,4.5,8.7635,8.564,8.963,8.8235,8.603,9.044
2020-02-13T22:00:00Z,52.5,37.333,914.602,6.4,6.6,6.1,11.4565,11.329,11.584,11.9185,11.811,12.026
2020-02-13T23:00:00Z,51.166,38,913.921,4,4.3,3.6,6.750500000000001,6.974,6.527,6.750500000000001,6.974,6.527
2020-02-14T00:00:00Z,51,38.65,913.666,6.4,6,6.9,12.059000000000001,10.185,13.933,12.374500000000001,10.425,14.324
2020-02-17T18:00:00Z,27.883,50.35,929.591,14.4,14.2,14.6,26.029,24.611,27.447,27.308,25.757,28.859
2020-02-17T19:00:00Z,38.733,35.034,929.544,10,10.1,9.8,19.677500000000002,18.593,20.762,20.3545,19.146,21.563
2020-02-17T20:00:00Z,35.433,39.1,929.263,4.1,4.3,3.9,6.944,6.971,6.917,6.9445,6.971,6.918
2020-02-17T21:00:00Z,35.934,38.633,929.016,6.3,6.4,6.2,11.639,10.847,12.431,11.725,10.915,12.535
2020-02-17T22:00:00Z,35.466,39.8,928.832,7,7.1,7,12.681000000000001,12.19,13.172,13.020499999999998,12.485,13.556
2020-02-17T23:00:00Z,38.233,39.033,929.15,11.8,11.4,12.1,20.645,18.935,22.355,23.311,20.91,25.712
2020-02-18T00:00:00Z,42.067,37.867,929.358,17.4,16.8,18,31.389499999999998,28.547,34.232,36.075,32.423,39.727
2020-02-18T01:00:00Z,44.633,36.2,929.693,55.7,53.8,57.7,79.727,71.456,87.998,116.938,104.124,129.752
2020-02-18T02:00:00Z,46.067,34.166,929.957,33.3,34.3,32.3,52.119,50.549,53.689,71.9,70.023,73.777
2020-02-18T03:00:00Z,47.167,32.7,930.351,23.5,22.2,24.8,42.39,38.407,46.373,51.545,45.126,57.964
2020-02-18T04:00:00Z,49.133,31.1,930.777,18.7,18.1,19.2,33.077,29.524,36.63,41.41,36.825,45.995
2020-02-18T05:00:00Z,49.592,30.3,931.215,52.7,50.5,54.8,81.2085,70.734,91.683,118.91650000000001,103.188,134.645
2020-02-18T06:00:00Z,50.166,29.2,931.496,80.6,76.8,84.5,121.9975,105.841,138.154,183.826,159.082,208.57
2020-02-18T07:00:00Z,50.7,28.5,931.817,67,64.2,69.8,103.35300000000001,90.37,116.336,155.219,135.177,175.261
2020-02-18T08:00:00Z,51.6,28,932.061,36.8,35.7,37.8,62.07000000000001,56.231,67.909,85.56800000000001,75.873,95.263
2020-02-18T09:00:00Z,51.466,28,932.529,17.1,17.3,17,37.474000000000004,35.865,39.083,40.643,38.313,42.973
2020-02-18T10:00:00Z,53.267,27.566,932.872,9.6,10.4,8.7,21.3705,22.248,20.493,21.583,22.671,20.495
2020-02-18T11:00:00Z,53.1,25.534,933.072,7.9,7.7,8.1,17.999000000000002,16.137,19.861,18.002000000000002,16.137,19.867
2020-02-18T12:00:00Z,52.934,23.934,933.537,5.4,5.2,5.6,11.6875,9.979,13.396,11.6875,9.979,13.396
2020-02-18T13:00:00Z,51.9,21.966,934.027,7.6,7.4,7.8,18.000999999999998,15.93,20.072,18.0565,15.961,20.152
2020-02-18T14:00:00Z,52.233,20.867,934.285,15.7,15.1,16.3,36.045,32.185,39.905,39.97,34.947,44.993
2020-02-18T15:00:00Z,53.067,21.034,934.687,16.3,15.9,16.8,37.664500000000004,34.361,40.968,41.4975,36.951,46.044
2020-02-18T16:00:00Z,51.8,23.159,935.325,12.6,12.6,12.6,29.8705,27.81,31.931,30.6965,28.501,32.892
2020-02-18T17:00:00Z,46.466,27.867,935.518,7.6,9,6.2,16.1175,18.387,13.848,16.439,19.03,13.848
2020-02-18T18:00:00Z,36.2,37.767,935.178,8.2,9.5,7,16.2395,18.255,14.224,16.4005,18.577,14.224
2020-02-18T19:00:00Z,27.3,45.166,934.843,6.2,6.3,6.1,10.8995,10.654,11.145,10.8995,10.654,11.145
2020-02-18T20:00:00Z,27.666,43.133,934.333,2.5,2.7,2.4,3.6265,3.667,3.586,3.6265,3.667,3.586
2020-02-18T21:00:00Z,26.233,42.034,933.928,1.8,1.9,1.6,2.3425,2.397,2.288,2.3425,2.397,2.288
2020-02-18T22:00:00Z,25.733,41.767,933.865,2.9,3.1,2.7,4.2285,4.444,4.013,4.552,4.748,4.356
2020-02-18T23:00:00Z,27.6,40.034,933.923,4.6,4.6,4.5,7.8100000000000005,7.583,8.037,7.8100000000000005,7.583,8.037
2020-02-19T00:00:00Z,33.833,39.034,934.114,15,14.4,15.5,27.701,25.114,30.288,29.8495,26.719,32.98
2020-02-19T01:00:00Z,39.433,35.767,934.658,24.6,24.6,24.6,43.0095,40.338,45.681,52.207,48.502,55.912
2020-02-19T02:00:00Z,43.1,33.334,935.086,29.5,29.4,29.6,49.363,46.233,52.493,64.207,59.204,69.21
2020-02-19T03:00:00Z,45.3,30.9,935.536,37.4,38.8,35.9,60.9825,58.148,63.817,84.577,80.35,88.804
2020-02-19T04:00:00Z,46.433,28.166,936.024,60.6,60.4,60.8,91.688,83.787,99.589,138.9555,127.026,150.885
2020-02-19T05:00:00Z,47.933,25.633,936.481,144.9,145.5,144.4,228.1745,206.084,250.265,343.7345,310.558,376.911
2020-02-19T06:00:00Z,48.5,23.7,936.859,79.8,80.2,79.4,128.5435,116.344,140.743,193.7095,175.212,212.207
2020-02-19T07:00:00Z,47.767,22.566,937.335,34.4,34.9,33.9,63.2145,58.879,67.55,85.7805,79.081,92.48
2020-02-19T08:00:00Z,48.433,21.133,937.779,19.8,20.1,19.5,43.7775,41.154,46.401,49.9305,46.438,53.423
2020-02-19T09:00:00Z,47.9,19.767,938.27,12.2,12.2,12.3,29.235500000000002,27.14,31.331,30.9015,28.454,33.349
2020-02-19T10:00:00Z,48.2,18.3,938.545,7.5,7.6,7.3,17.754,16.51,18.998,17.9205,16.663,19.178
2020-02-19T11:00:00Z,48.067,17.066,938.995,23.7,24.7,22.7,52.394,50.059,54.729,62.836999999999996,59.791,65.883
2020-02-19T12:00:00Z,47.2,15.833,939.69,18.5,18.2,18.7,45.4255,42.27,48.581,49.9525,45.775,54.13
2020-02-19T13:00:00Z,47.2,14.7,940.154,9.6,9.8,9.5,26.195999999999998,24.166,28.226,26.38,24.249,28.511
2020-02-19T14:00:00Z,46.966,13.4,940.223,22.8,23.1,22.5,49.754000000000005,45.073,54.435,66.0195,59.119,72.92
2020-02-19T15:00:00Z,49.867,13.533,940.657,34.4,35.2,33.7,70.459,65.398,75.52,97.6705,89.288,106.053
2020-02-19T16:00:00Z,51,15.334,940.927,14.7,15,14.4,37.841499999999996,35.783,39.9,40.146,37.691,42.601
2020-02-19T17:00:00Z,50.567,18.9,940.78,13.6,13.9,13.3,33.2935,31.535,35.052,34.587,32.69,36.484
2020-02-19T18:00:00Z,42.317,26.959,940.443,10.5,11.2,9.8,23.9525,23.814,24.091,24.0205,23.938,24.103
2020-02-19T19:00:00Z,32.4,36.166,939.994,10.4,10.8,10,21.2485,20.701,21.796,21.328000000000003,20.777,21.879
2020-02-19T20:00:00Z,24.7,43.666,939.295,4.8,5.1,4.6,8.2205,8.321,8.12,8.232,8.333,8.131
2020-02-19T21:00:00Z,23.933,44.534,938.756,1.9,2,1.8,2.5069999999999997,2.504,2.51,2.5069999999999997,2.504,2.51
2020-02-19T22:00:00Z,24.8,42.167,938.362,1.5,1.7,1.3,1.9505,2.238,1.663,1.9505,2.238,1.663
2020-02-19T23:00:00Z,29.867,39,938.103,7.7,7.8,7.5,11.893999999999998,11.466,12.322,14.643,13.987,15.299
2020-02-20T00:00:00Z,36.9,34.9,937.975,25.1,27.5,22.6,40.611000000000004,39.765,41.457,53.560500000000005,53.213,53.908
2020-02-20T01:00:00Z,40.367,31.034,938.333,24.8,25.2,24.5,42.769999999999996,39.998,45.542,54.852500000000006,50.84,58.865
2020-02-20T02:00:00Z,42.867,27.7,938.792,22,22.2,21.7,43.2795,40.939,45.62,50.428,47.129,53.727
2020-02-20T03:00:00Z,44.4,24.6,939.079,4.3,4.3,4.2,8.6265,8.094,9.159,8.628499999999999,8.094,9.163
2020-02-20T04:00:00Z,45.467,22.566,939.29,31.9,31.7,32,56.1385,51.119,61.158,79.661,71.618,87.704
2020-02-20T05:00:00Z,46.334,21,939.587,80.3,80.4,80.2,133.2085,120.716,145.701,201.333,182.541,220.125
2020-02-20T06:00:00Z,46.6,19.666,939.862,63.1,65.9,60.4,107.97149999999999,102.038,113.905,160.486,151.025,169.947
2020-02-20T07:00:00Z,46.034,18.167,939.806,28.4,27.9,29,56.343999999999994,51.117,61.571,75.298,66.711,83.885
2020-02-20T08:00:00Z,46.234,16.566,939.934,11.8,11.6,11.9,30.5445,27.63,33.459,31.1355,27.994,34.277
2020-02-20T09:00:00Z,46.434,15.5,940.081,12.7,12.5,13,32.623999999999995,29.277,35.971,34.813,30.666,38.96
2020-02-20T10:00:00Z,46.034,14.233,939.634,7.4,7.4,7.3,19.435000000000002,17.629,21.241,19.438000000000002,17.629,21.247
2020-02-20T11:00:00Z,46.434,13,939.442,16,16.1,16,42.642,39.758,45.526,45.3155,41.725,48.906
2020-02-20T12:00:00Z,46.066,12.034,939.385,13.4,13.4,13.4,37.028999999999996,34.155,39.903,38.165,35.007,41.323
2020-02-20T13:00:00Z,45.233,11.666,939.307,23.2,23.4,22.9,53.688500000000005,49.668,57.709,67.4975,61.41,73.585
2020-02-20T14:00:00Z,46.367,10.367,938.983,25.4,26.5,24.3,59.8795,57.296,62.463,74.7955,71.137,78.454
2020-02-20T15:00:00Z,47.966,11.367,939.212,41.6,41.7,41.4,83.012,75.621,90.403,120.7185,108.726,132.711
2020-02-20T16:00:00Z,49.933,13.267,939.455,23.9,24.3,23.5,55.596500000000006,51.984,59.209,67.628,62.561,72.695
2020-02-20T17:00:00Z,48.7,16.4,939.006,16.4,17.2,15.6,42.166,41.919,42.413,44.9035,45.006,44.801
2020-02-20T18:00:00Z,44.467,22.534,938.165,8.3,9,7.6,20.0985,20.732,19.465,20.485,21.407,19.563
2020-02-20T19:00:00Z,34.166,32.834,937.106,6.1,6.5,5.8,12.243,11.973,12.513,12.243,11.973,12.513
2020-02-20T20:00:00Z,26.433,41.1,935.447,4.7,5,4.5,8.286999999999999,8.339,8.235,8.286999999999999,8.339,8.235
2020-02-20T21:00:00Z,26.2,40.5,934.435,4.4,4.8,4,7.6495,8.018,7.281,7.65,8.019,7.281
2020-02-20T22:00:00Z,29.833,37.667,933.985,8.3,9.8,6.7,14.814,17.372,12.256,16.172,19.07,13.274
2020-02-20T23:00:00Z,32.033,35.567,933.501,11.9,14.7,9.1,22.442999999999998,28.154,16.732,25.222,31.801,18.643
2020-02-21T00:00:00Z,38.567,31.3,933.106,31.6,33.8,29.5,51.5685,50.837,52.3,69.14699999999999,68.837,69.457
2020-02-21T01:00:00Z,43.5,28.233,932.872,19,20.3,17.8,37.7285,37.439,38.018,43.6295,43.138,44.121
2020-02-21T02:00:00Z,47.867,24.4,933.209,52.3,54.4,50.2,85.1525,81.215,89.09,124.4985,119.105,129.892
2020-02-21T03:00:00Z,50.111,21.905,933.504,80.7,84.4,76.9,131.2365,124.649,137.824,198.36700000000002,188.429,208.305
2020-02-21T04:00:00Z,51.867,19.834,933.813,69.9,72.7,67.1,115.345,109.705,120.985,174.5575,166.038,183.077
2020-02-21T05:00:00Z,51.4,18.666,934.03,79.2,82,76.3,134.611,126.477,142.745,203.461,191.236,215.686
2020-02-21T06:00:00Z,51.475,17.178,934.124,91.7,94.5,88.9,160.2745,148.609,171.94,241.998,224.462,259.534
2020-02-21T07:00:00Z,51.8,15.5,934.251,30.5,31.2,29.7,61.7735,58.157,65.39,82.34,76.648,88.032
2020-02-21T08:00:00Z,51.733,14.034,934.303,15.8,16.3,15.2,40.953500000000005,38.63,43.277,43.586,40.803,46.369
2020-02-21T09:00:00Z,51.466,13.3,934.327,19.6,20.3,19,47.1895,44.92,49.459,54.479,51.631,57.327
2020-02-21T10:00:00Z,51.3,12.466,934.124,25.4,26.5,24.2,57.157,54.666,59.648,71.6475,68.097,75.198
2020-02-21T11:00:00Z,51.166,12.2,933.615,18.3,19,17.7,46.6965,44.365,49.028,51.945,49.061,54.829
2020-02-21T12:00:00Z,52.5,11.733,933.705,26.4,27.8,25.1,55.81699999999999,53.602,58.032,74.89,71.583,78.197
2020-02-21T13:00:00Z,52.666,12.034,933.519,15.2,15.8,14.5,40.754999999999995,39.247,42.263,43.048,41.368,44.728
2020-02-21T14:00:00Z,51.734,12.3,933.585,31.9,33,30.8,65.344,61.765,68.923,90.106,84.139,96.073
2020-02-21T15:00:00Z,52.5,11.666,933.527,22.7,23.8,21.7,53.68300000000001,51.776,55.59,64.635,62.227,67.043
2020-02-21T16:00:00Z,53.534,13.833,933.437,24.9,26.2,23.6,56.432,54.276,58.588,69.2115,66.568,71.855
2020-02-21T17:00:00Z,53.966,16.2,933.483,28.4,30.1,26.7,58.056,56.592,59.52,74.6165,73.171,76.062
2020-02-21T18:00:00Z,53.966,18.6,932.648,24.2,25.9,22.5,50.8915,50.273,51.51,61.327,61.271,61.383
2020-02-21T19:00:00Z,47.9,24.067,931.465,19.6,20.3,18.8,40.297,39.227,41.367,46.216499999999996,45.261,47.172
2020-02-21T20:00:00Z,41.333,29.233,930.319,11.9,13.2,10.5,23.272,24.031,22.513,25.0425,25.949,24.136
2020-02-21T21:00:00Z,38,32.633,928.996,9,9.6,8.4,17.331,17.483,17.179,18.231,18.462,18
2020-02-21T22:00:00Z,35.133,36.733,927.769,7.7,8.8,6.5,13.835,15.035,12.635,14.7335,16.298,13.169
2020-02-21T23:00:00Z,34.8,37.167,927.338,15.4,17.1,13.6,26.176000000000002,28.287,24.065,30.814500000000002,33.304,28.325
2020-02-22T00:00:00Z,38.8,35.067,927.055,32.2,50.5,14,56.759,84.342,29.176,76.1965,121.837,30.556
2020-02-22T01:00:00Z,43.133,34.467,926.885,38.9,58.9,18.9,68.1455,98.117,38.174,93.859,145.177,42.541
2020-02-22T02:00:00Z,46.1,33.367,926.687,36.4,38.7,34,56.272999999999996,55.775,56.771,78.51599999999999,78.676,78.356
2020-02-22T03:00:00Z,48.666,31.966,926.596,45.4,46.5,44.3,67.249,63.481,71.017,100.48150000000001,94.614,106.349
2020-02-22T04:00:00Z,50.5,31.133,926.3,43.3,44.5,42.1,66.2025,62.855,69.55,94.82849999999999,89.817,99.84
2020-02-22T05:00:00Z,51.5,30.933,926.076,31.9,33.1,30.7,49.048500000000004,47.295,50.802,69.62049999999999,67.156,72.085
2020-02-22T06:00:00Z,51.966,30.966,925.706,52.8,53.9,51.7,78.8835,74.136,83.631,115.495,108.34,122.65
2020-02-22T07:00:00Z,52.783,30.334,924.855,25.5,26.4,24.6,41.087500000000006,39.517,42.658,55.084999999999994,52.946,57.224
2020-02-22T08:00:00Z,52.434,29.1,923.841,17.5,18.3,16.7,35.170500000000004,34.03,36.311,39.2375,38.047,40.428
2020-02-22T09:00:00Z,52.766,29.066,923.201,17.2,17.8,16.6,36.055,34.798,37.312,38.1665,36.841,39.492
2020-02-22T10:00:00Z,52.967,29.834,922.452,27.9,28.8,27.1,49.8565,47.992,51.721,61.2825,58.974,63.591
2020-02-22T11:00:00Z,54.6,28.466,921.628,19.5,20.8,18.3,38.95399999999999,38.666,39.242,43.1255,43.203,43.048
2020-02-22T12:00:00Z,56.233,28.334,921.487,16.1,18,14.3,34.635999999999996,36.044,33.228,36.403000000000006,38.798,34.008
2020-02-22T13:00:00Z,56.034,28.3,920.94,17.3,18.7,15.9,36.290000000000006,36.929,35.651,38.595,39.984,37.206
2020-02-22T14:00:00Z,57.133,28.066,920.829,15.6,17.6,13.6,33.377,35.35,31.404,35.2775,38.235,32.32
2020-02-22T15:00:00Z,55.5,28.9,920.803,18.5,19.4,17.6,37.1435,36.224,38.063,41.1565,40.276,42.037
2020-02-22T16:00:00Z,54.733,30,921.043,15.1,15.9,14.3,31.509999999999998,31.381,31.639,32.961,32.957,32.965
2020-02-22T17:00:00Z,52.566,31.6,921.457,12.6,13.4,11.8,26.0915,25.754,26.429,26.741,26.369,27.113
2020-02-22T18:00:00Z,55.934,32.067,922.343,9.1,9.7,8.5,18.5575,18.454,18.661,18.8005,18.72,18.881
2020-02-22T19:00:00Z,67.566,32.333,923.669,6,6.5,5.5,11.437000000000001,11.65,11.224,11.576,11.8,11.352
2020-02-22T20:00:00Z,55.367,39.333,923.75,6.1,6.5,5.7,10.831,11.135,10.527,10.8575,11.166,10.549
2020-02-22T21:00:00Z,48,41,924.038,7.5,8.1,7,13.176,13.457,12.895,13.822,14.176,13.468
2020-02-22T22:00:00Z,42.667,43.067,924.294,3,3.2,2.8,4.682,4.932,4.432,4.682,4.932,4.432
2020-02-22T23:00:00Z,42.583,43.225,924.663,6.8,6.8,6.8,12.187,12.376,11.998,12.5775,12.884,12.271
2020-02-23T00:00:00Z,46.433,39.533,925.298,21.2,22.2,20.2,35.789500000000004,35.343,36.236,42.025000000000006,41.792,42.258
2020-02-23T01:00:00Z,49.8,34.367,925.889,65.9,69.2,62.5,89.638,88.754,90.522,135.51850000000002,134.203,136.834
2020-02-23T02:00:00Z,51.9,30.966,926.38,74.2,76.9,71.4,106.54650000000001,101.922,111.171,160.8955,153.953,167.838
2020-02-23T03:00:00Z,52.433,28.267,926.694,69.3,72.2,66.5,104.28450000000001,100.129,108.44,156.204,149.91,162.498
2020-02-23T04:00:00Z,54.767,26.133,926.755,101.6,107.8,95.5,154.32799999999997,150.742,157.914,232.91250000000002,227.484,238.341
2020-02-23T05:00:00Z,55.367,25.6,927.125,65.6,73.3,57.8,102.075,105.869,98.281,154.1505,160.236,148.065
2020-02-23T06:00:00Z,56.533,25,927.07,32.5,34.4,30.7,57.112,55.274,58.95,77.815,75.585,80.045
2020-02-23T07:00:00Z,57.3,24.334,926.99,35,36.8,33.2,59.4365,57.27,61.603,82.695,79.982,85.408
2020-02-23T08:00:00Z,55.466,23.334,927.061,19.2,19.9,18.6,40.0845,38.349,41.82,46.4405,44.378,48.503
2020-02-23T09:00:00Z,56.667,22.433,926.919,30.6,32.3,28.8,55.908,54.371,57.445,74.14099999999999,72.456,75.826
2020-02-23T10:00:00Z,58.166,21.6,926.304,21,22.2,19.9,45.4955,43.928,47.063,52.724000000000004,50.961,54.487
2020-02-23T11:00:00Z,59.466,21.434,925.555,10.8,11.8,9.8,24.957,25.315,24.599,26.1515,26.505,25.798
2020-02-23T12:00:00Z,61.2,19.6,925.148,8.3,9.1,7.5,19.4015,19.95,18.853,19.4235,19.972,18.875
2020-02-23T13:00:00Z,60.767,20.067,924.593,8.4,9,7.7,18.616,18.776,18.456,19.482999999999997,19.627,19.339
2020-02-23T14:00:00Z,59.334,19.9,923.969,7.7,9,6.5,17.5205,18.951,16.09,17.7165,19.34,16.093
2020-02-23T15:00:00Z,57.3,20.967,923.59,11.7,12.4,11.1,28.2195,27.498,28.941,28.675,27.963,29.387
2020-02-23T16:00:00Z,55.966,22.434,922.791,13.3,14,12.5,30.154,29.522,30.786,31.7425,30.938,32.547
2020-02-23T17:00:00Z,54.267,24.2,921.602,7.5,8.1,6.9,16.6,16.527,16.673,16.627,16.549,16.705
2020-02-23T18:00:00Z,49.767,27.934,920.308,9.7,10.6,8.8,20.305,20.596,20.014,20.726,21.06,20.392
2020-02-23T19:00:00Z,49.2,29.267,919.875,12.8,13.7,11.9,26.3335,25.889,26.778,28.399,27.757,29.041
2020-02-23T20:00:00Z,55.7,29.367,919.063,11.6,12.3,10.9,23.261000000000003,22.951,23.571,24.9825,24.624,25.341
2020-02-23T21:00:00Z,59.933,29.267,918.818,6.6,7.1,6,13.171,13.511,12.831,13.171,13.511,12.831
2020-02-23T22:00:00Z,61.467,29.4,918.626,4,4.5,3.6,7.335,7.647,7.023,7.335,7.647,7.023
2020-02-23T23:00:00Z,62.1,30,918.882,7.7,8.2,7.2,15.572,15.761,15.383,15.678,15.858,15.498
2020-02-24T00:00:00Z,61.167,30.733,919.227,17.3,19,15.6,33.400499999999994,33.635,33.166,36.815,37.566,36.064
2020-02-24T01:00:00Z,59.666,30.9,920.026,10.4,11.4,9.4,20.506,20.862,20.15,21.268,21.83,20.706
2020-02-24T02:00:00Z,58.9,29.566,920.995,17.9,18.5,17.3,33.301500000000004,32.386,34.217,38.8565,37.885,39.828
2020-02-24T03:00:00Z,58.367,26.567,921.666,48,50.6,45.5,74.639,73.553,75.725,109.2885,107.831,110.746
2020-02-24T04:00:00Z,59.733,23.733,922.253,57.4,59.9,54.8,90.418,87.696,93.14,134.298,130.322,138.274
2020-02-24T05:00:00Z,59.066,23.5,923.021,35.7,37.4,34,61.006,58.888,63.124,85.9605,83.166,88.755
2020-02-24T06:00:00Z,58.433,22.834,923.988,50.3,52.4,48.3,81.886,78.133,85.639,122.04050000000001,116.398,127.683
2020-02-24T07:00:00Z,57.8,22.8,924.842,38.5,39.7,37.2,66.49849999999999,63.418,69.579,91.935,87.64,96.23
2020-02-24T08:00:00Z,59.833,22.1,925.822,19.7,20.6,18.8,41.517,40.517,42.517,47.2755,46.107,48.444
2020-02-24T09:00:00Z,62.633,23.566,926.675,16.8,17.6,16.1,38.4215,37.027,39.816,41.214,39.814,42.614
2020-02-24T10:00:00Z,60.467,23.6,927.09,12.1,12.7,11.5,28.406,27.409,29.403,28.5915,27.596,29.587
2020-02-24T11:00:00Z,59.367,22.334,927.733,10.6,11.2,10,23.46,22.521,24.399,24.974,24.078,25.87
2020-02-24T12:00:00Z,57.367,21.834,928.648,24.2,25.2,23.3,49.638999999999996,47.546,51.732,59.2845,56.682,61.887
2020-02-24T13:00:00Z,57.9,22.434,929.519,22.2,22.8,21.5,45.976,44.109,47.843,54.0675,51.718,56.417
2020-02-24T14:00:00Z,58.2,23.034,930.206,24,25,23,47.260000000000005,45.744,48.776,56.939,55.326,58.552
2020-02-24T15:00:00Z,58.8,23.834,931.135,40.2,41.9,38.6,66.264,63.993,68.535,95.25,92.166,98.334
2020-02-24T16:00:00Z,60.466,24.166,931.973,24.2,25.7,22.7,47.8515,46.861,48.842,57.669,57.132,58.206
2020-02-24T17:00:00Z,61.9,24.716,932.484,12,12.9,11.2,27.305500000000002,27.598,27.013,27.402,27.723,27.081
2020-02-26T17:00:00Z,67.817,29.225,935.455,12.3,12.8,11.9,27.5875,27.642,27.533,27.659,27.723,27.595
2020-02-26T18:00:00Z,58,32.5,935.03,7.7,8.1,7.2,15.2775,15.39,15.165,15.2775,15.39,15.165
2020-02-26T19:00:00Z,58.758,33.9,935.608,22.9,24,21.8,41.351,41.233,41.469,48.872,49.064,48.68
2020-02-26T20:00:00Z,53.311,36.911,935.158,9.8,11.8,7.9,16.915,22.746,11.084,18.5785,25.128,12.029
2020-02-26T21:00:00Z,45.933,40.5,934.582,4.9,5.3,4.5,8.492,8.991,7.993,8.592500000000001,9.128,8.057
2020-02-26T22:00:00Z,42.544,42.089,934.332,4.5,4.9,4.1,7.7935,8.418,7.169,7.7935,8.418,7.169
2020-02-26T23:00:00Z,43.45,41.4,934.149,5.4,5.8,5,9.8385,10.61,9.067,9.877,10.685,9.069
2020-02-27T00:00:00Z,48.416,38.617,934.27,38.3,38.1,38.6,55.4135,54.239,56.588,76.86449999999999,74.505,79.224
2020-02-27T01:00:00Z,53.237,35.45,934.507,60.7,58.5,62.8,81.56299999999999,78.57,84.556,121.934,116.606,127.262
2020-02-27T02:00:00Z,56.534,33.034,935.124,73.1,74.3,71.8,102.3215,99.71,104.933,154.86849999999998,150.929,158.808
2020-02-27T03:00:00Z,58.022,31.1,935.659,90.1,92.5,87.7,129.53050000000002,125.876,133.185,195.73000000000002,190.203,201.257
2020-02-27T04:00:00Z,59.233,30.934,936.147,73.4,74,72.9,107.869,102.111,113.627,160.6935,152.014,169.373
2020-02-27T05:00:00Z,58.534,30.267,935.857,31.1,32,30.2,52.118,50.764,53.472,69.5655,67.584,71.547
2020-02-27T06:00:00Z,60,29.733,935.503,18.3,18.7,17.9,36.808,35.876,37.74,41.335,40.171,42.499
2020-02-27T07:00:00Z,59.867,29.867,935.255,61.8,63.5,60.1,91.9075,89.267,94.548,137.5365,133.563,141.51
2020-02-27T08:00:00Z,59.433,30,935.114,81.3,81.8,80.9,118.1825,112.698,123.667,178.664,170.433,186.895
2020-02-27T09:00:00Z,59.133,30,935.405,51.5,52.5,50.4,76.08500000000001,74.077,78.093,114.4845,111.45,117.519
