DATE_PST,DATE,TIME,STATION_NAME,EMS_ID,PM25_RAW,PM25,PM25_INSTRUMENT,PM10_RAW,PM10,PM10_INSTRUMENT,PM10_2_RAW,PM10_2,PM10_2_INSTRUMENT
2020-01-01 01:00:00,2020-01-01,01:00,Golden Helipad,E292149,12.08778,12.1,PM25_SHARP5030i,,,,7.955832,8,PM10_R&P_TEOM
2020-01-01 02:00:00,2020-01-01,02:00,Golden Helipad,E292149,8.577033,8.6,PM25_SHARP5030i,,,,7.124444,7.1,PM10_R&P_TEOM
2020-01-01 03:00:00,2020-01-01,03:00,Golden Helipad,E292149,7.790307,7.8,PM25_SHARP5030i,,,,6.194304,6.2,PM10_R&P_TEOM
2020-01-01 04:00:00,2020-01-01,04:00,Golden Helipad,E292149,6.612091,6.6,PM25_SHARP5030i,,,,5.760832,5.8,PM10_R&P_TEOM
2020-01-01 05:00:00,2020-01-01,05:00,Golden Helipad,E292149,6.949398,6.9,PM25_SHARP5030i,,,,5.111526,5.1,PM10_R&P_TEOM
2020-01-01 06:00:00,2020-01-01,06:00,Golden Helipad,E292149,4.954823,5,PM25_SHARP5030i,,,,5.303194,5.3,PM10_R&P_TEOM
2020-01-01 07:00:00,2020-01-01,07:00,Golden Helipad,E292149,6.440575,6.4,PM25_SHARP5030i,,,,5.670555,5.7,PM10_R&P_TEOM
2020-01-01 08:00:00,2020-01-01,08:00,Golden Helipad,E292149,7.523228,7.5,PM25_SHARP5030i,,,,7.626248,7.6,PM10_R&P_TEOM
2020-01-01 09:00:00,2020-01-01,09:00,Golden Helipad,E292149,10.04972,10,PM25_SHARP5030i,,,,8.807359,8.8,PM10_R&P_TEOM
2020-01-01 10:00:00,2020-01-01,10:00,Golden Helipad,E292149,12.85095,12.9,PM25_SHARP5030i,,,,10.6643,10.7,PM10_R&P_TEOM
2020-01-01 11:00:00,2020-01-01,11:00,Golden Helipad,E292149,6.409832,6.4,PM25_SHARP5030i,,,,6.04986,6,PM10_R&P_TEOM
2020-01-01 12:00:00,2020-01-01,12:00,Golden Helipad,E292149,5.707499,5.7,PM25_SHARP5030i,,,,6.929583,6.9,PM10_R&P_TEOM
2020-01-01 13:00:00,2020-01-01,13:00,Golden Helipad,E292149,6.346683,6.3,PM25_SHARP5030i,,,,6.946665,6.9,PM10_R&P_TEOM
2020-01-01 14:00:00,2020-01-01,14:00,Golden Helipad,E292149,5.744066,5.7,PM25_SHARP5030i,,,,7.610833,7.6,PM10_R&P_TEOM
2020-01-01 15:00:00,2020-01-01,15:00,Golden Helipad,E292149,6.726007,6.7,PM25_SHARP5030i,,,,7.985137,8,PM10_R&P_TEOM
2020-01-01 16:00:00,2020-01-01,16:00,Golden Helipad,E292149,13.45171,13.5,PM25_SHARP5030i,,,,14.49055,14.5,PM10_R&P_TEOM
2020-01-01 17:00:00,2020-01-01,17:00,Golden Helipad,E292149,31.87516,31.9,PM25_SHARP5030i,,,,19.89028,19.9,PM10_R&P_TEOM
2020-01-01 18:00:00,2020-01-01,18:00,Golden Helipad,E292149,61.636,61.6,PM25_SHARP5030i,,,,47.46222,47.5,PM10_R&P_TEOM
2020-01-01 19:00:00,2020-01-01,19:00,Golden Helipad,E292149,46.96375,47,PM25_SHARP5030i,,,,37.90805,37.9,PM10_R&P_TEOM
2020-01-01 20:00:00,2020-01-01,20:00,Golden Helipad,E292149,22.47733,22.5,PM25_SHARP5030i,,,,15.06528,15.1,PM10_R&P_TEOM
2020-01-01 21:00:00,2020-01-01,21:00,Golden Helipad,E292149,28.50008,28.5,PM25_SHARP5030i,,,,19.35847,19.4,PM10_R&P_TEOM
2020-01-01 22:00:00,2020-01-01,22:00,Golden Helipad,E292149,48.73266,48.7,PM25_SHARP5030i,,,,31.30083,31.3,PM10_R&P_TEOM
2020-01-01 23:00:00,2020-01-01,23:00,Golden Helipad,E292149,29.92258,29.9,PM25_SHARP5030i,,,,15.13431,15.1,PM10_R&P_TEOM
2020-01-02 00:00:00,2020-01-01,24:00,Golden Helipad,E292149,29.86076,29.9,PM25_SHARP5030i,,,,17.87986,17.9,PM10_R&P_TEOM
2020-01-02 01:00:00,2020-01-02,01:00,Golden Helipad,E292149,18.4625,18.5,PM25_SHARP5030i,,,,9.445416,9.4,PM10_R&P_TEOM
2020-01-02 02:00:00,2020-01-02,02:00,Golden Helipad,E292149,6.727307,6.7,PM25_SHARP5030i,,,,9.729998,9.7,PM10_R&P_TEOM
2020-01-02 03:00:00,2020-01-02,03:00,Golden Helipad,E292149,4.956432,5,PM25_SHARP5030i,,,,3.448194,3.4,PM10_R&P_TEOM
2020-01-02 04:00:00,2020-01-02,04:00,Golden Helipad,E292149,5.71629,5.7,PM25_SHARP5030i,,,,4.851665,4.9,PM10_R&P_TEOM
2020-01-02 05:00:00,2020-01-02,05:00,Golden Helipad,E292149,3.230849,3.2,PM25_SHARP5030i,,,,5.463471,5.5,PM10_R&P_TEOM
2020-01-02 06:00:00,2020-01-02,06:00,Golden Helipad,E292149,4.943607,4.9,PM25_SHARP5030i,,,,6.757637,6.8,PM10_R&P_TEOM
2020-01-02 07:00:00,2020-01-02,07:00,Golden Helipad,E292149,14.06157,14.1,PM25_SHARP5030i,,,,15.07222,15.1,PM10_R&P_TEOM
2020-01-02 08:00:00,2020-01-02,08:00,Golden Helipad,E292149,17.36794,17.4,PM25_SHARP5030i,,,,17.3268,17.3,PM10_R&P_TEOM
2020-01-02 09:00:00,2020-01-02,09:00,Golden Helipad,E292149,53.00325,53,PM25_SHARP5030i,,,,41.52736,41.5,PM10_R&P_TEOM
2020-01-02 10:00:00,2020-01-02,10:00,Golden Helipad,E292149,29.294,29.3,PM25_SHARP5030i,,,,31.60972,31.6,PM10_R&P_TEOM
2020-01-02 11:00:00,2020-01-02,11:00,Golden Helipad,E292149,19.62225,19.6,PM25_SHARP5030i,,,,23.86819,23.9,PM10_R&P_TEOM
2020-01-02 12:00:00,2020-01-02,12:00,Golden Helipad,E292149,19.33333,19.3,PM25_SHARP5030i,,,,20.4443,20.4,PM10_R&P_TEOM
2020-01-02 13:00:00,2020-01-02,13:00,Golden Helipad,E292149,10.35808,10.4,PM25_SHARP5030i,,,,10.64666,10.6,PM10_R&P_TEOM
2020-01-02 14:00:00,2020-01-02,14:00,Golden Helipad,E292149,13.37728,13.4,PM25_SHARP5030i,,,,16.23778,16.2,PM10_R&P_TEOM
2020-01-02 15:00:00,2020-01-02,15:00,Golden Helipad,E292149,5.00729,5,PM25_SHARP5030i,,,,11.94097,11.9,PM10_R&P_TEOM
2020-01-02 16:00:00,2020-01-02,16:00,Golden Helipad,E292149,3.045625,3,PM25_SHARP5030i,,,,6.282498,6.3,PM10_R&P_TEOM
2020-01-02 17:00:00,2020-01-02,17:00,Golden Helipad,E292149,9.272315,9.3,PM25_SHARP5030i,,,,11.65417,11.7,PM10_R&P_TEOM
2020-01-02 18:00:00,2020-01-02,18:00,Golden Helipad,E292149,14.15168,14.2,PM25_SHARP5030i,,,,15.10028,15.1,PM10_R&P_TEOM
2020-01-02 19:00:00,2020-01-02,19:00,Golden Helipad,E292149,26.03421,26,PM25_SHARP5030i,,,,20.87266,20.9,PM10_R&P_TEOM
2020-01-02 20:00:00,2020-01-02,20:00,Golden Helipad,E292149,19.70439,19.7,PM25_SHARP5030i,,,,21.47401,21.5,PM10_R&P_TEOM
2020-01-02 21:00:00,2020-01-02,21:00,Golden Helipad,E292149,37.92533,37.9,PM25_SHARP5030i,,,,27.13347,27.1,PM10_R&P_TEOM
2020-01-02 22:00:00,2020-01-02,22:00,Golden Helipad,E292149,42.81525,42.8,PM25_SHARP5030i,,,,23.80736,23.8,PM10_R&P_TEOM
2020-01-02 23:00:00,2020-01-02,23:00,Golden Helipad,E292149,30.61708,30.6,PM25_SHARP5030i,,,,14.36042,14.4,PM10_R&P_TEOM
2020-01-03 00:00:00,2020-01-02,24:00,Golden Helipad,E292149,16.5969,16.6,PM25_SHARP5030i,,,,8.345693,8.3,PM10_R&P_TEOM
2020-01-03 01:00:00,2020-01-03,01:00,Golden Helipad,E292149,14.65106,14.7,PM25_SHARP5030i,,,,7.74861,7.7,PM10_R&P_TEOM
2020-01-03 02:00:00,2020-01-03,02:00,Golden Helipad,E292149,11.1791,11.2,PM25_SHARP5030i,,,,5.580416,5.6,PM10_R&P_TEOM
2020-01-03 03:00:00,2020-01-03,03:00,Golden Helipad,E292149,14.35748,14.4,PM25_SHARP5030i,,,,6.148055,6.1,PM10_R&P_TEOM
2020-01-03 04:00:00,2020-01-03,04:00,Golden Helipad,E292149,8.4294,8.4,PM25_SHARP5030i,,,,4.157639,4.2,PM10_R&P_TEOM
2020-01-03 05:00:00,2020-01-03,05:00,Golden Helipad,E292149,3.289016,3.3,PM25_SHARP5030i,,,,1.682083,1.7,PM10_R&P_TEOM
2020-01-03 06:00:00,2020-01-03,06:00,Golden Helipad,E292149,4.206416,4.2,PM25_SHARP5030i,,,,4.296248,4.3,PM10_R&P_TEOM
2020-01-03 07:00:00,2020-01-03,07:00,Golden Helipad,E292149,2.572066,2.6,PM25_SHARP5030i,,,,2.793472,2.8,PM10_R&P_TEOM
2020-01-03 08:00:00,2020-01-03,08:00,Golden Helipad,E292149,5.179154,5.2,PM25_SHARP5030i,,,,3.648611,3.6,PM10_R&P_TEOM
2020-01-03 09:00:00,2020-01-03,09:00,Golden Helipad,E292149,6.942749,6.9,PM25_SHARP5030i,,,,5.789027,5.8,PM10_R&P_TEOM
2020-01-03 10:00:00,2020-01-03,10:00,Golden Helipad,E292149,4.398983,4.4,PM25_SHARP5030i,,,,5.790832,5.8,PM10_R&P_TEOM
2020-01-03 11:00:00,2020-01-03,11:00,Golden Helipad,E292149,2.639008,2.6,PM25_SHARP5030i,,,,6.327429,6.3,PM10_R&P_TEOM
2020-01-03 12:00:00,2020-01-03,12:00,Golden Helipad,E292149,3.694786,3.7,PM25_SHARP5030i,,,,4.163303,4.2,PM10_R&P_TEOM
2020-01-03 13:00:00,2020-01-03,13:00,Golden Helipad,E292149,4.626975,4.6,PM25_SHARP5030i,,,,6.088471,6.1,PM10_R&P_TEOM
2020-01-03 14:00:00,2020-01-03,14:00,Golden Helipad,E292149,8.555166,8.6,PM25_SHARP5030i,,,,9.717498,9.7,PM10_R&P_TEOM
2020-01-03 15:00:00,2020-01-03,15:00,Golden Helipad,E292149,12.10108,12.1,PM25_SHARP5030i,,,,13.22139,13.2,PM10_R&P_TEOM
2020-01-03 16:00:00,2020-01-03,16:00,Golden Helipad,E292149,18.86285,18.9,PM25_SHARP5030i,,,,14.17361,14.2,PM10_R&P_TEOM
2020-01-03 17:00:00,2020-01-03,17:00,Golden Helipad,E292149,7.813991,7.8,PM25_SHARP5030i,,,,8.381526,8.4,PM10_R&P_TEOM
2020-01-03 18:00:00,2020-01-03,18:00,Golden Helipad,E292149,2.569957,2.6,PM25_SHARP5030i,,,,3.39486,3.4,PM10_R&P_TEOM
2020-01-03 19:00:00,2020-01-03,19:00,Golden Helipad,E292149,2.578308,2.6,PM25_SHARP5030i,,,,1.97236,2,PM10_R&P_TEOM
2020-01-03 20:00:00,2020-01-03,20:00,Golden Helipad,E292149,1.915691,1.9,PM25_SHARP5030i,,,,1.58,1.6,PM10_R&P_TEOM
2020-01-03 21:00:00,2020-01-03,21:00,Golden Helipad,E292149,1.698158,1.7,PM25_SHARP5030i,,,,0.67,0.7,PM10_R&P_TEOM
2020-01-03 22:00:00,2020-01-03,22:00,Golden Helipad,E292149,1.679615,1.7,PM25_SHARP5030i,,,,0,0,PM10_R&P_TEOM
2020-01-03 23:00:00,2020-01-03,23:00,Golden Helipad,E292149,1.738702,1.7,PM25_SHARP5030i,,,,1.525555,1.5,PM10_R&P_TEOM
2020-01-04 00:00:00,2020-01-03,24:00,Golden Helipad,E292149,1.315536,1.3,PM25_SHARP5030i,,,,0.431111,0.4,PM10_R&P_TEOM
2020-01-04 01:00:00,2020-01-04,01:00,Golden Helipad,E292149,1.426115,1.4,PM25_SHARP5030i,,,,1.07,1.1,PM10_R&P_TEOM
2020-01-04 02:00:00,2020-01-04,02:00,Golden Helipad,E292149,1.470049,1.5,PM25_SHARP5030i,,,,2.468333,2.5,PM10_R&P_TEOM
2020-01-04 03:00:00,2020-01-04,03:00,Golden Helipad,E292149,1.267716,1.3,PM25_SHARP5030i,,,,3.834722,3.8,PM10_R&P_TEOM
2020-01-04 04:00:00,2020-01-04,04:00,Golden Helipad,E292149,2.466458,2.5,PM25_SHARP5030i,,,,3.501805,3.5,PM10_R&P_TEOM
2020-01-04 05:00:00,2020-01-04,05:00,Golden Helipad,E292149,2.164324,2.2,PM25_SHARP5030i,,,,5.162498,5.2,PM10_R&P_TEOM
2020-01-04 06:00:00,2020-01-04,06:00,Golden Helipad,E292149,1.731582,1.7,PM25_SHARP5030i,,,,5.084722,5.1,PM10_R&P_TEOM
2020-01-04 07:00:00,2020-01-04,07:00,Golden Helipad,E292149,2.328691,2.3,PM25_SHARP5030i,,,,4.687915,4.7,PM10_R&P_TEOM
2020-01-04 08:00:00,2020-01-04,08:00,Golden Helipad,E292149,2.820353,2.8,PM25_SHARP5030i,,,,7.315,7.3,PM10_R&P_TEOM
2020-01-04 09:00:00,2020-01-04,09:00,Golden Helipad,E292149,4.907841,4.9,PM25_SHARP5030i,,,,8.235972,8.2,PM10_R&P_TEOM
2020-01-04 10:00:00,2020-01-04,10:00,Golden Helipad,E292149,14.84608,14.8,PM25_SHARP5030i,,,,13.31597,13.3,PM10_R&P_TEOM
2020-01-04 11:00:00,2020-01-04,11:00,Golden Helipad,E292149,4.023991,4,PM25_SHARP5030i,,,,9.428333,9.4,PM10_R&P_TEOM
2020-01-04 12:00:00,2020-01-04,12:00,Golden Helipad,E292149,1.418928,1.4,PM25_SHARP5030i,,,,3.540832,3.5,PM10_R&P_TEOM
2020-01-04 13:00:00,2020-01-04,13:00,Golden Helipad,E292149,0.645561,0.6,PM25_SHARP5030i,,,,4.680554,4.7,PM10_R&P_TEOM
2020-01-04 14:00:00,2020-01-04,14:00,Golden Helipad,E292149,2.67851,2.7,PM25_SHARP5030i,,,,6.497498,6.5,PM10_R&P_TEOM
2020-01-04 15:00:00,2020-01-04,15:00,Golden Helipad,E292149,4.5239,4.5,PM25_SHARP5030i,,,,8.3975,8.4,PM10_R&P_TEOM
2020-01-04 16:00:00,2020-01-04,16:00,Golden Helipad,E292149,13.67519,13.7,PM25_SHARP5030i,,,,12.84028,12.8,PM10_R&P_TEOM
2020-01-04 17:00:00,2020-01-04,17:00,Golden Helipad,E292149,8.736366,8.7,PM25_SHARP5030i,,,,11.47111,11.5,PM10_R&P_TEOM
2020-01-04 18:00:00,2020-01-04,18:00,Golden Helipad,E292149,9.297833,9.3,PM25_SHARP5030i,,,,10.45166,10.5,PM10_R&P_TEOM
2020-01-04 19:00:00,2020-01-04,19:00,Golden Helipad,E292149,23.57377,23.6,PM25_SHARP5030i,,,,18.62986,18.6,PM10_R&P_TEOM
2020-01-04 20:00:00,2020-01-04,20:00,Golden Helipad,E292149,11.14255,11.1,PM25_SHARP5030i,,,,8.623748,8.6,PM10_R&P_TEOM
2020-01-04 21:00:00,2020-01-04,21:00,Golden Helipad,E292149,10.94911,10.9,PM25_SHARP5030i,,,,8.234026,8.2,PM10_R&P_TEOM
2020-01-04 22:00:00,2020-01-04,22:00,Golden Helipad,E292149,13.97231,14,PM25_SHARP5030i,,,,9.00361,9,PM10_R&P_TEOM
2020-01-04 23:00:00,2020-01-04,23:00,Golden Helipad,E292149,12.34693,12.3,PM25_SHARP5030i,,,,9.207916,9.2,PM10_R&P_TEOM
2020-01-05 00:00:00,2020-01-04,24:00,Golden Helipad,E292149,2.578892,2.6,PM25_SHARP5030i,,,,2.67,2.7,PM10_R&P_TEOM
2020-01-05 01:00:00,2020-01-05,01:00,Golden Helipad,E292149,9.296057,9.3,PM25_SHARP5030i,,,,7.049444,7,PM10_R&P_TEOM
2020-01-05 02:00:00,2020-01-05,02:00,Golden Helipad,E292149,5.747913,5.7,PM25_SHARP5030i,,,,4.328609,4.3,PM10_R&P_TEOM
2020-01-05 03:00:00,2020-01-05,03:00,Golden Helipad,E292149,3.962193,4,PM25_SHARP5030i,,,,3.814166,3.8,PM10_R&P_TEOM
2020-01-05 04:00:00,2020-01-05,04:00,Golden Helipad,E292149,4.058094,4.1,PM25_SHARP5030i,,,,4.551527,4.6,PM10_R&P_TEOM
2020-01-05 05:00:00,2020-01-05,05:00,Golden Helipad,E292149,4.449408,4.4,PM25_SHARP5030i,,,,3.915832,3.9,PM10_R&P_TEOM
2020-01-05 06:00:00,2020-01-05,06:00,Golden Helipad,E292149,6.954782,7,PM25_SHARP5030i,,,,6.003055,6,PM10_R&P_TEOM
2020-01-05 07:00:00,2020-01-05,07:00,Golden Helipad,E292149,12.08081,12.1,PM25_SHARP5030i,,,,8.78222,8.8,PM10_R&P_TEOM
2020-01-05 08:00:00,2020-01-05,08:00,Golden Helipad,E292149,8.086326,8.1,PM25_SHARP5030i,,,,10.28722,10.3,PM10_R&P_TEOM
2020-01-05 09:00:00,2020-01-05,09:00,Golden Helipad,E292149,5.77199,5.8,PM25_SHARP5030i,,,,4.708333,4.7,PM10_R&P_TEOM
2020-01-05 10:00:00,2020-01-05,10:00,Golden Helipad,E292149,1.745854,1.7,PM25_SHARP5030i,,,,2.477777,2.5,PM10_R&P_TEOM
2020-01-05 11:00:00,2020-01-05,11:00,Golden Helipad,E292149,0.970884,1,PM25_SHARP5030i,,,,0.933054,0.9,PM10_R&P_TEOM
2020-01-05 12:00:00,2020-01-05,12:00,Golden Helipad,E292149,0.880622,0.9,PM25_SHARP5030i,,,,1.601387,1.6,PM10_R&P_TEOM
2020-01-05 13:00:00,2020-01-05,13:00,Golden Helipad,E292149,1.000566,1,PM25_SHARP5030i,,,,1.683333,1.7,PM10_R&P_TEOM
2020-01-05 14:00:00,2020-01-05,14:00,Golden Helipad,E292149,0.916397,0.9,PM25_SHARP5030i,,,,2.899305,2.9,PM10_R&P_TEOM
2020-01-05 15:00:00,2020-01-05,15:00,Golden Helipad,E292149,1.398695,1.4,PM25_SHARP5030i,,,,2.638333,2.6,PM10_R&P_TEOM
2020-01-05 16:00:00,2020-01-05,16:00,Golden Helipad,E292149,1.733317,1.7,PM25_SHARP5030i,,,,4.804583,4.8,PM10_R&P_TEOM
2020-01-05 17:00:00,2020-01-05,17:00,Golden Helipad,E292149,1.85604,1.9,PM25_SHARP5030i,,,,6.789721,6.8,PM10_R&P_TEOM
2020-01-05 18:00:00,2020-01-05,18:00,Golden Helipad,E292149,1.327509,1.3,PM25_SHARP5030i,,,,4.560832,4.6,PM10_R&P_TEOM
2020-01-05 19:00:00,2020-01-05,19:00,Golden Helipad,E292149,1.818696,1.8,PM25_SHARP5030i,,,,4.103332,4.1,PM10_R&P_TEOM
2020-01-05 20:00:00,2020-01-05,20:00,Golden Helipad,E292149,1.260197,1.3,PM25_SHARP5030i,,,,3.091387,3.1,PM10_R&P_TEOM
2020-01-05 21:00:00,2020-01-05,21:00,Golden Helipad,E292149,1.817847,1.8,PM25_SHARP5030i,,,,5.154304,5.2,PM10_R&P_TEOM
2020-01-05 22:00:00,2020-01-05,22:00,Golden Helipad,E292149,3.017024,3,PM25_SHARP5030i,,,,5.727777,5.7,PM10_R&P_TEOM
2020-01-05 23:00:00,2020-01-05,23:00,Golden Helipad,E292149,3.289,3.3,PM25_SHARP5030i,,,,10.94431,10.9,PM10_R&P_TEOM
2020-01-06 00:00:00,2020-01-05,24:00,Golden Helipad,E292149,6.588483,6.6,PM25_SHARP5030i,,,,9.388194,9.4,PM10_R&P_TEOM
2020-01-06 01:00:00,2020-01-06,01:00,Golden Helipad,E292149,7.501325,7.5,PM25_SHARP5030i,,,,7.750277,7.8,PM10_R&P_TEOM
2020-01-06 02:00:00,2020-01-06,02:00,Golden Helipad,E292149,11.78686,11.8,PM25_SHARP5030i,,,,8.753054,8.8,PM10_R&P_TEOM
2020-01-06 03:00:00,2020-01-06,03:00,Golden Helipad,E292149,10.84705,10.8,PM25_SHARP5030i,,,,11.56042,11.6,PM10_R&P_TEOM
2020-01-06 04:00:00,2020-01-06,04:00,Golden Helipad,E292149,11.17566,11.2,PM25_SHARP5030i,,,,10.06847,10.1,PM10_R&P_TEOM
2020-01-06 05:00:00,2020-01-06,05:00,Golden Helipad,E292149,14.65652,14.7,PM25_SHARP5030i,,,,10.72486,10.7,PM10_R&P_TEOM
2020-01-06 06:00:00,2020-01-06,06:00,Golden Helipad,E292149,11.81573,11.8,PM25_SHARP5030i,,,,11.12889,11.1,PM10_R&P_TEOM
2020-01-06 07:00:00,2020-01-06,07:00,Golden Helipad,E292149,7.396725,7.4,PM25_SHARP5030i,,,,7.177639,7.2,PM10_R&P_TEOM
2020-01-06 08:00:00,2020-01-06,08:00,Golden Helipad,E292149,22.37268,22.4,PM25_SHARP5030i,,,,14.60222,14.6,PM10_R&P_TEOM
2020-01-06 09:00:00,2020-01-06,09:00,Golden Helipad,E292149,12.32234,12.3,PM25_SHARP5030i,,,,10.78764,10.8,PM10_R&P_TEOM
2020-01-06 10:00:00,2020-01-06,10:00,Golden Helipad,E292149,11.26762,11.3,PM25_SHARP5030i,,,,9.284722,9.3,PM10_R&P_TEOM
2020-01-06 11:00:00,2020-01-06,11:00,Golden Helipad,E292149,3.810691,3.8,PM25_SHARP5030i,,,,5.847776,5.8,PM10_R&P_TEOM
2020-01-06 12:00:00,2020-01-06,12:00,Golden Helipad,E292149,10.04786,10,PM25_SHARP5030i,,,,10.02486,10,PM10_R&P_TEOM
2020-01-06 13:00:00,2020-01-06,13:00,Golden Helipad,E292149,13.10602,13.1,PM25_SHARP5030i,,,,15.57014,15.6,PM10_R&P_TEOM
2020-01-06 14:00:00,2020-01-06,14:00,Golden Helipad,E292149,9.963356,10,PM25_SHARP5030i,,,,15.88472,15.9,PM10_R&P_TEOM
2020-01-06 15:00:00,2020-01-06,15:00,Golden Helipad,E292149,6.54484,6.5,PM25_SHARP5030i,,,,9.307222,9.3,PM10_R&P_TEOM
2020-01-06 16:00:00,2020-01-06,16:00,Golden Helipad,E292149,6.680119,6.7,PM25_SHARP5030i,,,,9.810276,9.8,PM10_R&P_TEOM
2020-01-06 17:00:00,2020-01-06,17:00,Golden Helipad,E292149,8.511608,8.5,PM25_SHARP5030i,,,,13.09347,13.1,PM10_R&P_TEOM
2020-01-06 18:00:00,2020-01-06,18:00,Golden Helipad,E292149,15.69403,15.7,PM25_SHARP5030i,,,,16.27153,16.3,PM10_R&P_TEOM
2020-01-06 19:00:00,2020-01-06,19:00,Golden Helipad,E292149,24.45639,24.5,PM25_SHARP5030i,,,,19.33972,19.3,PM10_R&P_TEOM
2020-01-06 20:00:00,2020-01-06,20:00,Golden Helipad,E292149,18.04625,18,PM25_SHARP5030i,,,,18.38736,18.4,PM10_R&P_TEOM
2020-01-06 21:00:00,2020-01-06,21:00,Golden Helipad,E292149,11.32145,11.3,PM25_SHARP5030i,,,,11.90986,11.9,PM10_R&P_TEOM
2020-01-06 22:00:00,2020-01-06,22:00,Golden Helipad,E292149,21.60667,21.6,PM25_SHARP5030i,,,,16.28847,16.3,PM10_R&P_TEOM
2020-01-06 23:00:00,2020-01-06,23:00,Golden Helipad,E292149,23.99964,24,PM25_SHARP5030i,,,,17.59805,17.6,PM10_R&P_TEOM
2020-01-07 00:00:00,2020-01-06,24:00,Golden Helipad,E292149,26.56871,26.6,PM25_SHARP5030i,,,,17.66472,17.7,PM10_R&P_TEOM
2020-01-07 01:00:00,2020-01-07,01:00,Golden Helipad,E292149,31.51642,31.5,PM25_SHARP5030i,,,,19.88944,19.9,PM10_R&P_TEOM
2020-01-07 02:00:00,2020-01-07,02:00,Golden Helipad,E292149,19.10136,19.1,PM25_SHARP5030i,,,,14.89042,14.9,PM10_R&P_TEOM
2020-01-07 03:00:00,2020-01-07,03:00,Golden Helipad,E292149,9.5213,9.5,PM25_SHARP5030i,,,,9.177498,9.2,PM10_R&P_TEOM
2020-01-07 04:00:00,2020-01-07,04:00,Golden Helipad,E292149,10.27314,10.3,PM25_SHARP5030i,,,,11.35639,11.4,PM10_R&P_TEOM
2020-01-07 05:00:00,2020-01-07,05:00,Golden Helipad,E292149,5.879333,5.9,PM25_SHARP5030i,,,,8.541805,8.5,PM10_R&P_TEOM
2020-01-07 06:00:00,2020-01-07,06:00,Golden Helipad,E292149,10.89482,10.9,PM25_SHARP5030i,,,,8.8725,8.9,PM10_R&P_TEOM
2020-01-07 07:00:00,2020-01-07,07:00,Golden Helipad,E292149,8.897624,8.9,PM25_SHARP5030i,,,,10.27403,10.3,PM10_R&P_TEOM
2020-01-07 08:00:00,2020-01-07,08:00,Golden Helipad,E292149,8.505835,8.5,PM25_SHARP5030i,,,,8.863055,8.9,PM10_R&P_TEOM
2020-01-07 09:00:00,2020-01-07,09:00,Golden Helipad,E292149,6.7666,6.8,PM25_SHARP5030i,,,,8.712361,8.7,PM10_R&P_TEOM
2020-01-07 10:00:00,2020-01-07,10:00,Golden Helipad,E292149,8.507457,8.5,PM25_SHARP5030i,,,,11.68542,11.7,PM10_R&P_TEOM
2020-01-07 11:00:00,2020-01-07,11:00,Golden Helipad,E292149,6.4457,6.4,PM25_SHARP5030i,,,,8.776527,8.8,PM10_R&P_TEOM
2020-01-07 12:00:00,2020-01-07,12:00,Golden Helipad,E292149,10.55603,10.6,PM25_SHARP5030i,,,,10.59208,10.6,PM10_R&P_TEOM
2020-01-07 13:00:00,2020-01-07,13:00,Golden Helipad,E292149,10.49005,10.5,PM25_SHARP5030i,,,,10.65139,10.7,PM10_R&P_TEOM
2020-01-07 14:00:00,2020-01-07,14:00,Golden Helipad,E292149,8.289031,8.3,PM25_SHARP5030i,,,,6.894999,6.9,PM10_R&P_TEOM
2020-01-07 15:00:00,2020-01-07,15:00,Golden Helipad,E292149,7.198925,7.2,PM25_SHARP5030i,,,,5.430276,5.4,PM10_R&P_TEOM
2020-01-07 16:00:00,2020-01-07,16:00,Golden Helipad,E292149,7.880319,7.9,PM25_SHARP5030i,,,,5.928887,5.9,PM10_R&P_TEOM
2020-01-07 17:00:00,2020-01-07,17:00,Golden Helipad,E292149,6.305348,6.3,PM25_SHARP5030i,,,,4.621943,4.6,PM10_R&P_TEOM
2020-01-07 18:00:00,2020-01-07,18:00,Golden Helipad,E292149,4.575208,4.6,PM25_SHARP5030i,,,,4.368472,4.4,PM10_R&P_TEOM
2020-01-07 19:00:00,2020-01-07,19:00,Golden Helipad,E292149,4.446323,4.4,PM25_SHARP5030i,,,,3.075833,3.1,PM10_R&P_TEOM
2020-01-07 20:00:00,2020-01-07,20:00,Golden Helipad,E292149,6.379982,6.4,PM25_SHARP5030i,,,,4.124304,4.1,PM10_R&P_TEOM
2020-01-07 21:00:00,2020-01-07,21:00,Golden Helipad,E292149,5.365324,5.4,PM25_SHARP5030i,,,,6.239721,6.2,PM10_R&P_TEOM
2020-01-07 22:00:00,2020-01-07,22:00,Golden Helipad,E292149,5.630341,5.6,PM25_SHARP5030i,,,,5.119443,5.1,PM10_R&P_TEOM
2020-01-07 23:00:00,2020-01-07,23:00,Golden Helipad,E292149,5.105225,5.1,PM25_SHARP5030i,,,,4.777777,4.8,PM10_R&P_TEOM
2020-01-08 00:00:00,2020-01-07,24:00,Golden Helipad,E292149,5.663146,5.7,PM25_SHARP5030i,,,,4.303887,4.3,PM10_R&P_TEOM
2020-01-08 01:00:00,2020-01-08,01:00,Golden Helipad,E292149,3.197808,3.2,PM25_SHARP5030i,,,,2.660276,2.7,PM10_R&P_TEOM
2020-01-08 02:00:00,2020-01-08,02:00,Golden Helipad,E292149,3.9709,4,PM25_SHARP5030i,,,,4.337222,4.3,PM10_R&P_TEOM
