DATE_PST,DATE,TIME,STATION_NAME,EMS_ID,PM25_RAW,PM25,PM25_INSTRUMENT,PM25_2_RAW,PM25_2,PM25_2_INSTRUMENT,PM10_RAW,PM10,PM10_INSTRUMENT
2014-01-01 11:00:00,2014-01-01,11:00,Golden Helipad,E292149,4.609789,4.6,PM25_SHARP5030i,2.316864,2.3,PM25_R&P_TEOM,4.462751,4.5,PM10_R&P_TEOM
2014-01-01 12:00:00,2014-01-01,12:00,Golden Helipad,E292149,4.169359,4.2,PM25_SHARP5030i,1.146136,1.1,PM25_R&P_TEOM,3.843625,3.8,PM10_R&P_TEOM
2014-01-01 13:00:00,2014-01-01,13:00,Golden Helipad,E292149,5.311422,5.3,PM25_SHARP5030i,2.212558,2.2,PM25_R&P_TEOM,4.854235,4.9,PM10_R&P_TEOM
2014-01-01 14:00:00,2014-01-01,14:00,Golden Helipad,E292149,8.200859,8.2,PM25_SHARP5030i,4.625452,4.6,PM25_R&P_TEOM,8.026087,8,PM10_R&P_TEOM
2014-01-01 15:00:00,2014-01-01,15:00,Golden Helipad,E292149,14.46961,14.5,PM25_SHARP5030i,13.97987,14,PM25_R&P_TEOM,17.64173,17.6,PM10_R&P_TEOM
2014-01-01 16:00:00,2014-01-01,16:00,Golden Helipad,E292149,20.06007,20.1,PM25_SHARP5030i,15.25896,15.3,PM25_R&P_TEOM,18.71729,18.7,PM10_R&P_TEOM
2014-01-01 17:00:00,2014-01-01,17:00,Golden Helipad,E292149,18.61094,18.6,PM25_SHARP5030i,15.26685,15.3,PM25_R&P_TEOM,19.30523,19.3,PM10_R&P_TEOM
2014-01-01 18:00:00,2014-01-01,18:00,Golden Helipad,E292149,14.72458,14.7,PM25_SHARP5030i,10.12854,10.1,PM25_R&P_TEOM,14.07392,14.1,PM10_R&P_TEOM
2014-01-01 19:00:00,2014-01-01,19:00,Golden Helipad,E292149,18.51797,18.5,PM25_SHARP5030i,13.85236,13.9,PM25_R&P_TEOM,17.80728,17.8,PM10_R&P_TEOM
2014-01-01 20:00:00,2014-01-01,20:00,Golden Helipad,E292149,15.83701,15.8,PM25_SHARP5030i,11.22278,11.2,PM25_R&P_TEOM,14.24018,14.2,PM10_R&P_TEOM
2014-01-01 21:00:00,2014-01-01,21:00,Golden Helipad,E292149,20.16648,20.2,PM25_SHARP5030i,12.95179,13,PM25_R&P_TEOM,16.72079,16.7,PM10_R&P_TEOM
2014-01-01 22:00:00,2014-01-01,22:00,Golden Helipad,E292149,17.16209,17.2,PM25_SHARP5030i,10.90976,10.9,PM25_R&P_TEOM,15.54524,15.5,PM10_R&P_TEOM
2014-01-01 23:00:00,2014-01-01,23:00,Golden Helipad,E292149,24.15184,24.2,PM25_SHARP5030i,13.40036,13.4,PM25_R&P_TEOM,18.24993,18.2,PM10_R&P_TEOM
2014-01-02 00:00:00,2014-01-01,24:00,Golden Helipad,E292149,27.75577,27.8,PM25_SHARP5030i,16.94793,16.9,PM25_R&P_TEOM,20.86355,20.9,PM10_R&P_TEOM
2014-01-02 01:00:00,2014-01-02,01:00,Golden Helipad,E292149,26.6426,26.6,PM25_SHARP5030i,16.14259,16.1,PM25_R&P_TEOM,20.50745,20.5,PM10_R&P_TEOM
2014-01-02 02:00:00,2014-01-02,02:00,Golden Helipad,E292149,20.13665,20.1,PM25_SHARP5030i,9.879137,9.9,PM25_R&P_TEOM,16.0168,16,PM10_R&P_TEOM
2014-01-02 03:00:00,2014-01-02,03:00,Golden Helipad,E292149,19.35537,19.4,PM25_SHARP5030i,8.778557,8.8,PM25_R&P_TEOM,13.93362,13.9,PM10_R&P_TEOM
2014-01-02 04:00:00,2014-01-02,04:00,Golden Helipad,E292149,19.40158,19.4,PM25_SHARP5030i,8.39004,8.4,PM25_R&P_TEOM,11.7585,11.8,PM10_R&P_TEOM
2014-01-02 05:00:00,2014-01-02,05:00,Golden Helipad,E292149,18.65626,18.7,PM25_SHARP5030i,7.239325,7.2,PM25_R&P_TEOM,11.55483,11.6,PM10_R&P_TEOM
2014-01-02 06:00:00,2014-01-02,06:00,Golden Helipad,E292149,18.15105,18.2,PM25_SHARP5030i,8.629375,8.6,PM25_R&P_TEOM,12.8827,12.9,PM10_R&P_TEOM
2014-01-02 07:00:00,2014-01-02,07:00,Golden Helipad,E292149,22.83061,22.8,PM25_SHARP5030i,12.6553,12.7,PM25_R&P_TEOM,15.70607,15.7,PM10_R&P_TEOM
2014-01-02 08:00:00,2014-01-02,08:00,Golden Helipad,E292149,26.46279,26.5,PM25_SHARP5030i,18.49977,18.5,PM25_R&P_TEOM,22.70734,22.7,PM10_R&P_TEOM
2014-01-02 09:00:00,2014-01-02,09:00,Golden Helipad,E292149,7.852224,7.9,PM25_SHARP5030i,2.435277,2.4,PM25_R&P_TEOM,6.087255,6.1,PM10_R&P_TEOM
2014-01-02 10:00:00,2014-01-02,10:00,Golden Helipad,E292149,4.162374,4.2,PM25_SHARP5030i,0.507094,0.5,PM25_R&P_TEOM,3.084742,3.1,PM10_R&P_TEOM
2014-01-02 11:00:00,2014-01-02,11:00,Golden Helipad,E292149,4.940543,4.9,PM25_SHARP5030i,0.649541,0.6,PM25_R&P_TEOM,4.319108,4.3,PM10_R&P_TEOM
2014-01-02 12:00:00,2014-01-02,12:00,Golden Helipad,E292149,4.747155,4.7,PM25_SHARP5030i,0.837314,0.8,PM25_R&P_TEOM,5.179102,5.2,PM10_R&P_TEOM
2014-01-02 13:00:00,2014-01-02,13:00,Golden Helipad,E292149,5.015223,5,PM25_SHARP5030i,0.811944,0.8,PM25_R&P_TEOM,4.200419,4.2,PM10_R&P_TEOM
2014-01-02 14:00:00,2014-01-02,14:00,Golden Helipad,E292149,3.789114,3.8,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,2.840302,2.8,PM10_R&P_TEOM
2014-01-02 15:00:00,2014-01-02,15:00,Golden Helipad,E292149,2.95525,3,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,2.309175,2.3,PM10_R&P_TEOM
2014-01-02 16:00:00,2014-01-02,16:00,Golden Helipad,E292149,2.012571,2,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,1.593219,1.6,PM10_R&P_TEOM
2014-01-02 17:00:00,2014-01-02,17:00,Golden Helipad,E292149,1.489511,1.5,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,0.895623,0.9,PM10_R&P_TEOM
2014-01-02 18:00:00,2014-01-02,18:00,Golden Helipad,E292149,1.254942,1.3,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,0,0,PM10_R&P_TEOM
2014-01-02 19:00:00,2014-01-02,19:00,Golden Helipad,E292149,0.887036,0.9,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,0,0,PM10_R&P_TEOM
2014-01-02 20:00:00,2014-01-02,20:00,Golden Helipad,E292149,0.560158,0.6,PM25_SHARP5030i,,,,0,0,PM10_R&P_TEOM
2014-01-02 21:00:00,2014-01-02,21:00,Golden Helipad,E292149,0.769885,0.8,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,0,0,PM10_R&P_TEOM
2014-01-02 22:00:00,2014-01-02,22:00,Golden Helipad,E292149,1.532961,1.5,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,1.327082,1.3,PM10_R&P_TEOM
2014-01-02 23:00:00,2014-01-02,23:00,Golden Helipad,E292149,2.40944,2.4,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,1.521021,1.5,PM10_R&P_TEOM
2014-01-03 00:00:00,2014-01-02,24:00,Golden Helipad,E292149,2.280478,2.3,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,1.507169,1.5,PM10_R&P_TEOM
2014-01-03 01:00:00,2014-01-03,01:00,Golden Helipad,E292149,3.055726,3.1,PM25_SHARP5030i,0.766107,0.8,PM25_R&P_TEOM,4.167282,4.2,PM10_R&P_TEOM
2014-01-03 02:00:00,2014-01-03,02:00,Golden Helipad,E292149,2.843985,2.8,PM25_SHARP5030i,4.031445,4,PM25_R&P_TEOM,6.268561,6.3,PM10_R&P_TEOM
2014-01-03 03:00:00,2014-01-03,03:00,Golden Helipad,E292149,1.655946,1.7,PM25_SHARP5030i,0.130428,0.1,PM25_R&P_TEOM,2.262202,2.3,PM10_R&P_TEOM
2014-01-03 04:00:00,2014-01-03,04:00,Golden Helipad,E292149,2.39433,2.4,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,3.224558,3.2,PM10_R&P_TEOM
2014-01-03 05:00:00,2014-01-03,05:00,Golden Helipad,E292149,11.15997,11.2,PM25_SHARP5030i,4.679047,4.7,PM25_R&P_TEOM,7.899437,7.9,PM10_R&P_TEOM
2014-01-03 06:00:00,2014-01-03,06:00,Golden Helipad,E292149,11.21295,11.2,PM25_SHARP5030i,8.509659,8.5,PM25_R&P_TEOM,11.25131,11.3,PM10_R&P_TEOM
2014-01-03 07:00:00,2014-01-03,07:00,Golden Helipad,E292149,12.56802,12.6,PM25_SHARP5030i,6.252532,6.3,PM25_R&P_TEOM,8.862622,8.9,PM10_R&P_TEOM
2014-01-03 08:00:00,2014-01-03,08:00,Golden Helipad,E292149,13.14898,13.1,PM25_SHARP5030i,12.62975,12.6,PM25_R&P_TEOM,15.54049,15.5,PM10_R&P_TEOM
2014-01-03 09:00:00,2014-01-03,09:00,Golden Helipad,E292149,11.52382,11.5,PM25_SHARP5030i,10.7459,10.7,PM25_R&P_TEOM,14.7628,14.8,PM10_R&P_TEOM
2014-01-03 10:00:00,2014-01-03,10:00,Golden Helipad,E292149,2.803061,2.8,PM25_SHARP5030i,2.002983,2,PM25_R&P_TEOM,5.414885,5.4,PM10_R&P_TEOM
2014-01-03 11:00:00,2014-01-03,11:00,Golden Helipad,E292149,1.962028,2,PM25_SHARP5030i,1.875375,1.9,PM25_R&P_TEOM,6.116888,6.1,PM10_R&P_TEOM
2014-01-03 12:00:00,2014-01-03,12:00,Golden Helipad,E292149,1.191733,1.2,PM25_SHARP5030i,1.335232,1.3,PM25_R&P_TEOM,5.699892,5.7,PM10_R&P_TEOM
2014-01-03 13:00:00,2014-01-03,13:00,Golden Helipad,E292149,4.952045,5,PM25_SHARP5030i,4.058491,4.1,PM25_R&P_TEOM,8.336288,8.3,PM10_R&P_TEOM
2014-01-03 14:00:00,2014-01-03,14:00,Golden Helipad,E292149,2.333699,2.3,PM25_SHARP5030i,2.455182,2.5,PM25_R&P_TEOM,5.940656,5.9,PM10_R&P_TEOM
2014-01-03 15:00:00,2014-01-03,15:00,Golden Helipad,E292149,6.079113,6.1,PM25_SHARP5030i,4.281804,4.3,PM25_R&P_TEOM,8.586074,8.6,PM10_R&P_TEOM
2014-01-03 16:00:00,2014-01-03,16:00,Golden Helipad,E292149,17.11713,17.1,PM25_SHARP5030i,12.38862,12.4,PM25_R&P_TEOM,17.04613,17,PM10_R&P_TEOM
2014-01-03 17:00:00,2014-01-03,17:00,Golden Helipad,E292149,22.03608,22,PM25_SHARP5030i,15.61666,15.6,PM25_R&P_TEOM,21.07088,21.1,PM10_R&P_TEOM
2014-01-03 18:00:00,2014-01-03,18:00,Golden Helipad,E292149,23.09678,23.1,PM25_SHARP5030i,15.69192,15.7,PM25_R&P_TEOM,21.20009,21.2,PM10_R&P_TEOM
2014-01-03 19:00:00,2014-01-03,19:00,Golden Helipad,E292149,20.52444,20.5,PM25_SHARP5030i,11.40825,11.4,PM25_R&P_TEOM,16.02437,16,PM10_R&P_TEOM
2014-01-03 20:00:00,2014-01-03,20:00,Golden Helipad,E292149,20.36408,20.4,PM25_SHARP5030i,13.37734,13.4,PM25_R&P_TEOM,17.89007,17.9,PM10_R&P_TEOM
2014-01-03 21:00:00,2014-01-03,21:00,Golden Helipad,E292149,15.6095,15.6,PM25_SHARP5030i,8.587333,8.6,PM25_R&P_TEOM,11.2247,11.2,PM10_R&P_TEOM
2014-01-03 22:00:00,2014-01-03,22:00,Golden Helipad,E292149,24.35211,24.4,PM25_SHARP5030i,14.61627,14.6,PM25_R&P_TEOM,20.00007,20,PM10_R&P_TEOM
2014-01-03 23:00:00,2014-01-03,23:00,Golden Helipad,E292149,23.76832,23.8,PM25_SHARP5030i,13.67211,13.7,PM25_R&P_TEOM,17.89284,17.9,PM10_R&P_TEOM
2014-01-04 00:00:00,2014-01-03,24:00,Golden Helipad,E292149,15.22748,15.2,PM25_SHARP5030i,7.74652,7.7,PM25_R&P_TEOM,10.56237,10.6,PM10_R&P_TEOM
2014-01-04 01:00:00,2014-01-04,01:00,Golden Helipad,E292149,13.2464,13.2,PM25_SHARP5030i,7.614489,7.6,PM25_R&P_TEOM,12.58715,12.6,PM10_R&P_TEOM
2014-01-04 02:00:00,2014-01-04,02:00,Golden Helipad,E292149,16.52367,16.5,PM25_SHARP5030i,12.4663,12.5,PM25_R&P_TEOM,15.00782,15,PM10_R&P_TEOM
2014-01-04 03:00:00,2014-01-04,03:00,Golden Helipad,E292149,12.56532,12.6,PM25_SHARP5030i,3.117933,3.1,PM25_R&P_TEOM,7.928077,7.9,PM10_R&P_TEOM
2014-01-04 04:00:00,2014-01-04,04:00,Golden Helipad,E292149,9.705771,9.7,PM25_SHARP5030i,4.89376,4.9,PM25_R&P_TEOM,7.354731,7.4,PM10_R&P_TEOM
2014-01-04 05:00:00,2014-01-04,05:00,Golden Helipad,E292149,11.83874,11.8,PM25_SHARP5030i,3.516216,3.5,PM25_R&P_TEOM,7.026568,7,PM10_R&P_TEOM
2014-01-04 06:00:00,2014-01-04,06:00,Golden Helipad,E292149,10.72467,10.7,PM25_SHARP5030i,4.472815,4.5,PM25_R&P_TEOM,8.47144,8.5,PM10_R&P_TEOM
2014-01-04 07:00:00,2014-01-04,07:00,Golden Helipad,E292149,10.49716,10.5,PM25_SHARP5030i,4.674204,4.7,PM25_R&P_TEOM,8.324694,8.3,PM10_R&P_TEOM
2014-01-04 08:00:00,2014-01-04,08:00,Golden Helipad,E292149,7.771704,7.8,PM25_SHARP5030i,6.487812,6.5,PM25_R&P_TEOM,12.08232,12.1,PM10_R&P_TEOM
2014-01-04 09:00:00,2014-01-04,09:00,Golden Helipad,E292149,13.7057,13.7,PM25_SHARP5030i,12.44486,12.4,PM25_R&P_TEOM,18.25037,18.3,PM10_R&P_TEOM
2014-01-04 10:00:00,2014-01-04,10:00,Golden Helipad,E292149,7.099654,7.1,PM25_SHARP5030i,8.660373,8.7,PM25_R&P_TEOM,12.60185,12.6,PM10_R&P_TEOM
2014-01-04 11:00:00,2014-01-04,11:00,Golden Helipad,E292149,3.02176,3,PM25_SHARP5030i,2.775222,2.8,PM25_R&P_TEOM,5.035891,5,PM10_R&P_TEOM
2014-01-04 12:00:00,2014-01-04,12:00,Golden Helipad,E292149,1.952381,2,PM25_SHARP5030i,,,,0,0,PM10_R&P_TEOM
2014-01-04 13:00:00,2014-01-04,13:00,Golden Helipad,E292149,2.394117,2.4,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,3.082828,3.1,PM10_R&P_TEOM
2014-01-04 14:00:00,2014-01-04,14:00,Golden Helipad,E292149,2.637808,2.6,PM25_SHARP5030i,2.165851,2.2,PM25_R&P_TEOM,5.734086,5.7,PM10_R&P_TEOM
2014-01-04 15:00:00,2014-01-04,15:00,Golden Helipad,E292149,3.368212,3.4,PM25_SHARP5030i,3.784742,3.8,PM25_R&P_TEOM,7.478859,7.5,PM10_R&P_TEOM
2014-01-04 16:00:00,2014-01-04,16:00,Golden Helipad,E292149,10.45076,10.5,PM25_SHARP5030i,7.918683,7.9,PM25_R&P_TEOM,11.94127,11.9,PM10_R&P_TEOM
2014-01-04 17:00:00,2014-01-04,17:00,Golden Helipad,E292149,18.83521,18.8,PM25_SHARP5030i,12.74189,12.7,PM25_R&P_TEOM,15.9256,15.9,PM10_R&P_TEOM
2014-01-04 18:00:00,2014-01-04,18:00,Golden Helipad,E292149,24.99647,25,PM25_SHARP5030i,16.68041,16.7,PM25_R&P_TEOM,21.56924,21.6,PM10_R&P_TEOM
2014-01-04 19:00:00,2014-01-04,19:00,Golden Helipad,E292149,8.658279,8.7,PM25_SHARP5030i,6.583485,6.6,PM25_R&P_TEOM,10.5652,10.6,PM10_R&P_TEOM
2014-01-04 20:00:00,2014-01-04,20:00,Golden Helipad,E292149,21.65399,21.7,PM25_SHARP5030i,13.97599,14,PM25_R&P_TEOM,18.79561,18.8,PM10_R&P_TEOM
2014-01-04 21:00:00,2014-01-04,21:00,Golden Helipad,E292149,31.08186,31.1,PM25_SHARP5030i,20.5132,20.5,PM25_R&P_TEOM,25.10512,25.1,PM10_R&P_TEOM
2014-01-04 22:00:00,2014-01-04,22:00,Golden Helipad,E292149,10.69644,10.7,PM25_SHARP5030i,8.252769,8.3,PM25_R&P_TEOM,12.64499,12.6,PM10_R&P_TEOM
2014-01-04 23:00:00,2014-01-04,23:00,Golden Helipad,E292149,3.555859,3.6,PM25_SHARP5030i,1.674546,1.7,PM25_R&P_TEOM,5.436161,5.4,PM10_R&P_TEOM
2014-01-05 00:00:00,2014-01-04,24:00,Golden Helipad,E292149,16.30051,16.3,PM25_SHARP5030i,6.962996,7,PM25_R&P_TEOM,11.68798,11.7,PM10_R&P_TEOM
2014-01-05 01:00:00,2014-01-05,01:00,Golden Helipad,E292149,20.06304,20.1,PM25_SHARP5030i,10.84023,10.8,PM25_R&P_TEOM,15.07979,15.1,PM10_R&P_TEOM
2014-01-05 02:00:00,2014-01-05,02:00,Golden Helipad,E292149,30.8558,30.9,PM25_SHARP5030i,24.73012,24.7,PM25_R&P_TEOM,27.61578,27.6,PM10_R&P_TEOM
2014-01-05 03:00:00,2014-01-05,03:00,Golden Helipad,E292149,24.72937,24.7,PM25_SHARP5030i,13.32935,13.3,PM25_R&P_TEOM,17.8105,17.8,PM10_R&P_TEOM
2014-01-05 04:00:00,2014-01-05,04:00,Golden Helipad,E292149,16.14935,16.1,PM25_SHARP5030i,6.349795,6.3,PM25_R&P_TEOM,11.90666,11.9,PM10_R&P_TEOM
2014-01-05 05:00:00,2014-01-05,05:00,Golden Helipad,E292149,9.500587,9.5,PM25_SHARP5030i,2.453011,2.5,PM25_R&P_TEOM,6.299131,6.3,PM10_R&P_TEOM
2014-01-05 06:00:00,2014-01-05,06:00,Golden Helipad,E292149,14.26256,14.3,PM25_SHARP5030i,2.735335,2.7,PM25_R&P_TEOM,8.616323,8.6,PM10_R&P_TEOM
2014-01-05 07:00:00,2014-01-05,07:00,Golden Helipad,E292149,22.22793,22.2,PM25_SHARP5030i,11.02888,11,PM25_R&P_TEOM,14.76141,14.8,PM10_R&P_TEOM
2014-01-05 08:00:00,2014-01-05,08:00,Golden Helipad,E292149,20.14195,20.1,PM25_SHARP5030i,9.833477,9.8,PM25_R&P_TEOM,18.49923,18.5,PM10_R&P_TEOM
2014-01-05 09:00:00,2014-01-05,09:00,Golden Helipad,E292149,36.18974,36.2,PM25_SHARP5030i,21.0877,21.1,PM25_R&P_TEOM,28.7918,28.8,PM10_R&P_TEOM
2014-01-05 10:00:00,2014-01-05,10:00,Golden Helipad,E292149,5.09128,5.1,PM25_SHARP5030i,1.93312,1.9,PM25_R&P_TEOM,11.88248,11.9,PM10_R&P_TEOM
2014-01-05 11:00:00,2014-01-05,11:00,Golden Helipad,E292149,5.015799,5,PM25_SHARP5030i,2.464426,2.5,PM25_R&P_TEOM,4.304531,4.3,PM10_R&P_TEOM
2014-01-05 12:00:00,2014-01-05,12:00,Golden Helipad,E292149,3.589509,3.6,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,5.188477,5.2,PM10_R&P_TEOM
2014-01-05 13:00:00,2014-01-05,13:00,Golden Helipad,E292149,2.727663,2.7,PM25_SHARP5030i,0,0,PM25_R&P_TEOM,5.589026,5.6,PM10_R&P_TEOM
2014-01-05 14:00:00,2014-01-05,14:00,Golden Helipad,E292149,1.873401,1.9,PM25_SHARP5030i,0.518468,0.5,PM25_R&P_TEOM,10.25097,10.3,PM10_R&P_TEOM
2014-01-05 15:00:00,2014-01-05,15:00,Golden Helipad,E292149,2.120357,2.1,PM25_SHARP5030i,0.915364,0.9,PM25_R&P_TEOM,13.14202,13.1,PM10_R&P_TEOM
2014-01-05 16:00:00,2014-01-05,16:00,Golden Helipad,E292149,3.353466,3.4,PM25_SHARP5030i,4.577051,4.6,PM25_R&P_TEOM,18.68413,18.7,PM10_R&P_TEOM
2014-01-05 17:00:00,2014-01-05,17:00,Golden Helipad,E292149,4.471395,4.5,PM25_SHARP5030i,3.261564,3.3,PM25_R&P_TEOM,28.88568,28.9,PM10_R&P_TEOM
2014-01-05 18:00:00,2014-01-05,18:00,Golden Helipad,E292149,10.78579,10.8,PM25_SHARP5030i,10.13436,10.1,PM25_R&P_TEOM,34.32297,34.3,PM10_R&P_TEOM
2014-01-05 19:00:00,2014-01-05,19:00,Golden Helipad,E292149,13.39847,13.4,PM25_SHARP5030i,11.13023,11.1,PM25_R&P_TEOM,23.56741,23.6,PM10_R&P_TEOM
2014-01-05 20:00:00,2014-01-05,20:00,Golden Helipad,E292149,14.78956,14.8,PM25_SHARP5030i,9.602567,9.6,PM25_R&P_TEOM,25.50111,25.5,PM10_R&P_TEOM
2014-01-05 21:00:00,2014-01-05,21:00,Golden Helipad,E292149,22.13912,22.1,PM25_SHARP5030i,18.01845,18,PM25_R&P_TEOM,31.93149,31.9,PM10_R&P_TEOM
2014-01-05 22:00:00,2014-01-05,22:00,Golden Helipad,E292149,26.8841,26.9,PM25_SHARP5030i,15.67384,15.7,PM25_R&P_TEOM,23.63163,23.6,PM10_R&P_TEOM
2014-01-05 23:00:00,2014-01-05,23:00,Golden Helipad,E292149,40.94693,40.9,PM25_SHARP5030i,20.70243,20.7,PM25_R&P_TEOM,35.32612,35.3,PM10_R&P_TEOM
2014-01-06 00:00:00,2014-01-05,24:00,Golden Helipad,E292149,49.03681,49,PM25_SHARP5030i,29.52375,29.5,PM25_R&P_TEOM,42.83169,42.8,PM10_R&P_TEOM
2014-01-06 01:00:00,2014-01-06,01:00,Golden Helipad,E292149,45.2282,45.2,PM25_SHARP5030i,26.7105,26.7,PM25_R&P_TEOM,39.49971,39.5,PM10_R&P_TEOM
2014-01-06 02:00:00,2014-01-06,02:00,Golden Helipad,E292149,29.5714,29.6,PM25_SHARP5030i,11.9993,12,PM25_R&P_TEOM,23.29147,23.3,PM10_R&P_TEOM
2014-01-06 03:00:00,2014-01-06,03:00,Golden Helipad,E292149,18.48013,18.5,PM25_SHARP5030i,6.758985,6.8,PM25_R&P_TEOM,16.90648,16.9,PM10_R&P_TEOM
2014-01-06 04:00:00,2014-01-06,04:00,Golden Helipad,E292149,5.844126,5.8,PM25_SHARP5030i,1.28811,1.3,PM25_R&P_TEOM,10.503,10.5,PM10_R&P_TEOM
2014-01-06 05:00:00,2014-01-06,05:00,Golden Helipad,E292149,7.0548,7.1,PM25_SHARP5030i,1.626445,1.6,PM25_R&P_TEOM,13.31947,13.3,PM10_R&P_TEOM
2014-01-06 06:00:00,2014-01-06,06:00,Golden Helipad,E292149,8.509303,8.5,PM25_SHARP5030i,2.858896,2.9,PM25_R&P_TEOM,12.03672,12,PM10_R&P_TEOM
2014-01-06 07:00:00,2014-01-06,07:00,Golden Helipad,E292149,13.59519,13.6,PM25_SHARP5030i,7.61659,7.6,PM25_R&P_TEOM,19.4703,19.5,PM10_R&P_TEOM
2014-01-06 08:00:00,2014-01-06,08:00,Golden Helipad,E292149,16.29003,16.3,PM25_SHARP5030i,10.07581,10.1,PM25_R&P_TEOM,25.75004,25.8,PM10_R&P_TEOM
2014-01-06 09:00:00,2014-01-06,09:00,Golden Helipad,E292149,19.23003,19.2,PM25_SHARP5030i,12.76546,12.8,PM25_R&P_TEOM,23.96264,24,PM10_R&P_TEOM
2014-01-06 10:00:00,2014-01-06,10:00,Golden Helipad,E292149,12.40144,12.4,PM25_SHARP5030i,10.25575,10.3,PM25_R&P_TEOM,17.72798,17.7,PM10_R&P_TEOM
2014-01-06 11:00:00,2014-01-06,11:00,Golden Helipad,E292149,12.59536,12.6,PM25_SHARP5030i,9.733539,9.7,PM25_R&P_TEOM,16.08575,16.1,PM10_R&P_TEOM
2014-01-06 12:00:00,2014-01-06,12:00,Golden Helipad,E292149,14.36469,14.4,PM25_SHARP5030i,15.98121,16,PM25_R&P_TEOM,24.16002,24.2,PM10_R&P_TEOM
2014-01-06 13:00:00,2014-01-06,13:00,Golden Helipad,E292149,17.34347,17.3,PM25_SHARP5030i,14.9662,15,PM25_R&P_TEOM,23.77518,23.8,PM10_R&P_TEOM
2014-01-06 14:00:00,2014-01-06,14:00,Golden Helipad,E292149,18.99784,19,PM25_SHARP5030i,19.36004,19.4,PM25_R&P_TEOM,32.75859,32.8,PM10_R&P_TEOM
2014-01-06 15:00:00,2014-01-06,15:00,Golden Helipad,E292149,7.790955,7.8,PM25_SHARP5030i,7.448625,7.4,PM25_R&P_TEOM,15.30846,15.3,PM10_R&P_TEOM
2014-01-06 16:00:00,2014-01-06,16:00,Golden Helipad,E292149,8.324056,8.3,PM25_SHARP5030i,4.723762,4.7,PM25_R&P_TEOM,9.981919,10,PM10_R&P_TEOM
2014-01-06 17:00:00,2014-01-06,17:00,Golden Helipad,E292149,16.26458,16.3,PM25_SHARP5030i,14.61339,14.6,PM25_R&P_TEOM,28.81711,28.8,PM10_R&P_TEOM
2014-01-06 18:00:00,2014-01-06,18:00,Golden Helipad,E292149,18.05124,18.1,PM25_SHARP5030i,16.86454,16.9,PM25_R&P_TEOM,33.68765,33.7,PM10_R&P_TEOM
