DATE_PST,DATE,TIME,STATION_NAME,EMS_ID,PM25_RAW,PM25,PM25_INSTRUMENT,PM10_RAW,PM10,PM10_INSTRUMENT
2019-01-01 01:00:00,2019-01-01,01:00,Golden Helipad,E292149,33.03871,33,PM25_SHARP5030i,19.30028,19.3,PM10_R&P_TEOM
2019-01-01 02:00:00,2019-01-01,02:00,Golden Helipad,E292149,22.10483,22.1,PM25_SHARP5030i,17.53264,17.5,PM10_R&P_TEOM
2019-01-01 03:00:00,2019-01-01,03:00,Golden Helipad,E292149,21.07892,21.1,PM25_SHARP5030i,19.33417,19.3,PM10_R&P_TEOM
2019-01-01 04:00:00,2019-01-01,04:00,Golden Helipad,E292149,22.94217,22.9,PM25_SHARP5030i,18.4425,18.4,PM10_R&P_TEOM
2019-01-01 05:00:00,2019-01-01,05:00,Golden Helipad,E292149,20.35483,20.4,PM25_SHARP5030i,15.25333,15.3,PM10_R&P_TEOM
2019-01-01 06:00:00,2019-01-01,06:00,Golden Helipad,E292149,27.95783,28,PM25_SHARP5030i,20.31833,20.3,PM10_R&P_TEOM
2019-01-01 07:00:00,2019-01-01,07:00,Golden Helipad,E292149,22.64266,22.6,PM25_SHARP5030i,16.53819,16.5,PM10_R&P_TEOM
2019-01-01 08:00:00,2019-01-01,08:00,Golden Helipad,E292149,15.80508,15.8,PM25_SHARP5030i,11.63181,11.6,PM10_R&P_TEOM
2019-01-01 09:00:00,2019-01-01,09:00,Golden Helipad,E292149,13.12419,13.1,PM25_SHARP5030i,7.809861,7.8,PM10_R&P_TEOM
2019-01-01 10:00:00,2019-01-01,10:00,Golden Helipad,E292149,10.90203,10.9,PM25_SHARP5030i,6.636387,6.6,PM10_R&P_TEOM
2019-01-01 11:00:00,2019-01-01,11:00,Golden Helipad,E292149,7.914566,7.9,PM25_SHARP5030i,6.457499,6.5,PM10_R&P_TEOM
2019-01-01 12:00:00,2019-01-01,12:00,Golden Helipad,E292149,5.098183,5.1,PM25_SHARP5030i,3.381943,3.4,PM10_R&P_TEOM
2019-01-01 13:00:00,2019-01-01,13:00,Golden Helipad,E292149,2.924732,2.9,PM25_SHARP5030i,3.868333,3.9,PM10_R&P_TEOM
2019-01-01 14:00:00,2019-01-01,14:00,Golden Helipad,E292149,2.495657,2.5,PM25_SHARP5030i,3.804444,3.8,PM10_R&P_TEOM
2019-01-01 15:00:00,2019-01-01,15:00,Golden Helipad,E292149,3.466815,3.5,PM25_SHARP5030i,4.494861,4.5,PM10_R&P_TEOM
2019-01-01 16:00:00,2019-01-01,16:00,Golden Helipad,E292149,5.8259,5.8,PM25_SHARP5030i,7.491527,7.5,PM10_R&P_TEOM
2019-01-01 17:00:00,2019-01-01,17:00,Golden Helipad,E292149,7.8613,7.9,PM25_SHARP5030i,8.465415,8.5,PM10_R&P_TEOM
2019-01-01 18:00:00,2019-01-01,18:00,Golden Helipad,E292149,6.509425,6.5,PM25_SHARP5030i,7.637361,7.6,PM10_R&P_TEOM
2019-01-01 19:00:00,2019-01-01,19:00,Golden Helipad,E292149,9.614725,9.6,PM25_SHARP5030i,10.15806,10.2,PM10_R&P_TEOM
2019-01-01 20:00:00,2019-01-01,20:00,Golden Helipad,E292149,19.94107,19.9,PM25_SHARP5030i,10.95292,11,PM10_R&P_TEOM
2019-01-01 21:00:00,2019-01-01,21:00,Golden Helipad,E292149,16.69188,16.7,PM25_SHARP5030i,10.27764,10.3,PM10_R&P_TEOM
2019-01-01 22:00:00,2019-01-01,22:00,Golden Helipad,E292149,13.81668,13.8,PM25_SHARP5030i,11.85903,11.9,PM10_R&P_TEOM
2019-01-01 23:00:00,2019-01-01,23:00,Golden Helipad,E292149,10.0609,10.1,PM25_SHARP5030i,8.719026,8.7,PM10_R&P_TEOM
2019-01-02 00:00:00,2019-01-01,24:00,Golden Helipad,E292149,10.25278,10.3,PM25_SHARP5030i,8.502082,8.5,PM10_R&P_TEOM
2019-01-02 01:00:00,2019-01-02,01:00,Golden Helipad,E292149,8.281662,8.3,PM25_SHARP5030i,6.95111,7,PM10_R&P_TEOM
2019-01-02 02:00:00,2019-01-02,02:00,Golden Helipad,E292149,7.324915,7.3,PM25_SHARP5030i,7.259444,7.3,PM10_R&P_TEOM
2019-01-02 03:00:00,2019-01-02,03:00,Golden Helipad,E292149,10.59336,10.6,PM25_SHARP5030i,7.840693,7.8,PM10_R&P_TEOM
2019-01-02 04:00:00,2019-01-02,04:00,Golden Helipad,E292149,14.35349,14.4,PM25_SHARP5030i,10.39611,10.4,PM10_R&P_TEOM
2019-01-02 05:00:00,2019-01-02,05:00,Golden Helipad,E292149,12.22711,12.2,PM25_SHARP5030i,7.235833,7.2,PM10_R&P_TEOM
2019-01-02 06:00:00,2019-01-02,06:00,Golden Helipad,E292149,10.155,10.2,PM25_SHARP5030i,10.15236,10.2,PM10_R&P_TEOM
2019-01-02 07:00:00,2019-01-02,07:00,Golden Helipad,E292149,8.165508,8.2,PM25_SHARP5030i,8.90722,8.9,PM10_R&P_TEOM
2019-01-02 08:00:00,2019-01-02,08:00,Golden Helipad,E292149,13.52196,13.5,PM25_SHARP5030i,8.460415,8.5,PM10_R&P_TEOM
2019-01-02 09:00:00,2019-01-02,09:00,Golden Helipad,E292149,11.24102,11.2,PM25_SHARP5030i,10.88833,10.9,PM10_R&P_TEOM
2019-01-02 10:00:00,2019-01-02,10:00,Golden Helipad,E292149,7.907266,7.9,PM25_SHARP5030i,10.67403,10.7,PM10_R&P_TEOM
2019-01-02 11:00:00,2019-01-02,11:00,Golden Helipad,E292149,8.887858,8.9,PM25_SHARP5030i,13.17278,13.2,PM10_R&P_TEOM
2019-01-02 12:00:00,2019-01-02,12:00,Golden Helipad,E292149,5.714315,5.7,PM25_SHARP5030i,6.200694,6.2,PM10_R&P_TEOM
2019-01-02 13:00:00,2019-01-02,13:00,Golden Helipad,E292149,6.230933,6.2,PM25_SHARP5030i,7.283194,7.3,PM10_R&P_TEOM
