DATE_PST,DATE,TIME,STATION_NAME,EMS_ID,PM25_RAW,PM25,PM25_INSTRUMENT,PM10_RAW,PM10,PM10_INSTRUMENT
2021-01-01 01:00:00,2021-01-01,01:00,Golden Helipad,E292149,48.07703,48.1,PM25_SHARP5030i,35.48901,35.5,PM10_5014i
2021-01-01 02:00:00,2021-01-01,02:00,Golden Helipad,E292149,47.48931,47.5,PM25_SHARP5030i,37.64758,37.6,PM10_5014i
2021-01-01 03:00:00,2021-01-01,03:00,Golden Helipad,E292149,53.35266,53.4,PM25_SHARP5030i,36.30339,36.3,PM10_5014i
2021-01-01 04:00:00,2021-01-01,04:00,Golden Helipad,E292149,38.32757,38.3,PM25_SHARP5030i,36.44282,36.4,PM10_5014i
2021-01-01 05:00:00,2021-01-01,05:00,Golden Helipad,E292149,14.62603,14.6,PM25_SHARP5030i,11.49779,11.5,PM10_5014i
2021-01-01 06:00:00,2021-01-01,06:00,Golden Helipad,E292149,18.31255,18.3,PM25_SHARP5030i,8.653985,8.7,PM10_5014i
2021-01-01 07:00:00,2021-01-01,07:00,Golden Helipad,E292149,6.104165,6.1,PM25_SHARP5030i,2.280507,2.3,PM10_5014i
2021-01-01 08:00:00,2021-01-01,08:00,Golden Helipad,E292149,5.341044,5.3,PM25_SHARP5030i,0.303265,0.3,PM10_5014i
2021-01-01 09:00:00,2021-01-01,09:00,Golden Helipad,E292149,4.670378,4.7,PM25_SHARP5030i,3.649082,3.6,PM10_5014i
2021-01-01 10:00:00,2021-01-01,10:00,Golden Helipad,E292149,7.341937,7.3,PM25_SHARP5030i,4.818662,4.8,PM10_5014i
2021-01-01 11:00:00,2021-01-01,11:00,Golden Helipad,E292149,11.54515,11.5,PM25_SHARP5030i,6.594669,6.6,PM10_5014i
2021-01-01 12:00:00,2021-01-01,12:00,Golden Helipad,E292149,6.865108,6.9,PM25_SHARP5030i,10.67189,10.7,PM10_5014i
2021-01-01 13:00:00,2021-01-01,13:00,Golden Helipad,E292149,6.324827,6.3,PM25_SHARP5030i,9.075321,9.1,PM10_5014i
2021-01-01 14:00:00,2021-01-01,14:00,Golden Helipad,E292149,7.589636,7.6,PM25_SHARP5030i,7.921251,7.9,PM10_5014i
2021-01-01 15:00:00,2021-01-01,15:00,Golden Helipad,E292149,6.533269,6.5,PM25_SHARP5030i,6.500053,6.5,PM10_5014i
2021-01-01 16:00:00,2021-01-01,16:00,Golden Helipad,E292149,6.210299,6.2,PM25_SHARP5030i,7.306383,7.3,PM10_5014i
2021-01-01 17:00:00,2021-01-01,17:00,Golden Helipad,E292149,10.05653,10.1,PM25_SHARP5030i,7.172811,7.2,PM10_5014i
2021-01-01 18:00:00,2021-01-01,18:00,Golden Helipad,E292149,9.956794,10,PM25_SHARP5030i,9.77709,9.8,PM10_5014i
2021-01-01 19:00:00,2021-01-01,19:00,Golden Helipad,E292149,8.159733,8.2,PM25_SHARP5030i,6.566676,6.6,PM10_5014i
2021-01-01 20:00:00,2021-01-01,20:00,Golden Helipad,E292149,3.32424,3.3,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-01 21:00:00,2021-01-01,21:00,Golden Helipad,E292149,3.773813,3.8,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-01 22:00:00,2021-01-01,22:00,Golden Helipad,E292149,3.169929,3.2,PM25_SHARP5030i,0.441242,0.4,PM10_5014i
2021-01-01 23:00:00,2021-01-01,23:00,Golden Helipad,E292149,3.349432,3.3,PM25_SHARP5030i,1.893481,1.9,PM10_5014i
2021-01-02 00:00:00,2021-01-01,24:00,Golden Helipad,E292149,2.477881,2.5,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 01:00:00,2021-01-02,01:00,Golden Helipad,E292149,1.270015,1.3,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 02:00:00,2021-01-02,02:00,Golden Helipad,E292149,1.295933,1.3,PM25_SHARP5030i,0.892503,0.9,PM10_5014i
2021-01-02 03:00:00,2021-01-02,03:00,Golden Helipad,E292149,1.0778,1.1,PM25_SHARP5030i,0.719488,0.7,PM10_5014i
2021-01-02 04:00:00,2021-01-02,04:00,Golden Helipad,E292149,1.19199,1.2,PM25_SHARP5030i,0.622301,0.6,PM10_5014i
2021-01-02 05:00:00,2021-01-02,05:00,Golden Helipad,E292149,0.984233,1,PM25_SHARP5030i,2.818906,2.8,PM10_5014i
2021-01-02 06:00:00,2021-01-02,06:00,Golden Helipad,E292149,0.678182,0.7,PM25_SHARP5030i,2.955384,3,PM10_5014i
2021-01-02 07:00:00,2021-01-02,07:00,Golden Helipad,E292149,0.610858,0.6,PM25_SHARP5030i,1.11687,1.1,PM10_5014i
2021-01-02 08:00:00,2021-01-02,08:00,Golden Helipad,E292149,1.035354,1,PM25_SHARP5030i,0.810033,0.8,PM10_5014i
2021-01-02 09:00:00,2021-01-02,09:00,Golden Helipad,E292149,1.210587,1.2,PM25_SHARP5030i,0.834037,0.8,PM10_5014i
2021-01-02 10:00:00,2021-01-02,10:00,Golden Helipad,E292149,0.775672,0.8,PM25_SHARP5030i,2.01068,2,PM10_5014i
2021-01-02 11:00:00,2021-01-02,11:00,Golden Helipad,E292149,0.437175,0.4,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 12:00:00,2021-01-02,12:00,Golden Helipad,E292149,0.462767,0.5,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 13:00:00,2021-01-02,13:00,Golden Helipad,E292149,0.441208,0.4,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 14:00:00,2021-01-02,14:00,Golden Helipad,E292149,0.773033,0.8,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 15:00:00,2021-01-02,15:00,Golden Helipad,E292149,0.591838,0.6,PM25_SHARP5030i,0.729843,0.7,PM10_5014i
2021-01-02 16:00:00,2021-01-02,16:00,Golden Helipad,E292149,0.806339,0.8,PM25_SHARP5030i,0.202285,0.2,PM10_5014i
2021-01-02 17:00:00,2021-01-02,17:00,Golden Helipad,E292149,1.63898,1.6,PM25_SHARP5030i,2.116169,2.1,PM10_5014i
2021-01-02 18:00:00,2021-01-02,18:00,Golden Helipad,E292149,1.00519,1,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 19:00:00,2021-01-02,19:00,Golden Helipad,E292149,1.176831,1.2,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 20:00:00,2021-01-02,20:00,Golden Helipad,E292149,0.567893,0.6,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 21:00:00,2021-01-02,21:00,Golden Helipad,E292149,1.008839,1,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 22:00:00,2021-01-02,22:00,Golden Helipad,E292149,0.827951,0.8,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-02 23:00:00,2021-01-02,23:00,Golden Helipad,E292149,1.349848,1.3,PM25_SHARP5030i,1.09807,1.1,PM10_5014i
2021-01-03 00:00:00,2021-01-02,24:00,Golden Helipad,E292149,0.932721,0.9,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-03 01:00:00,2021-01-03,01:00,Golden Helipad,E292149,0.615657,0.6,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-03 02:00:00,2021-01-03,02:00,Golden Helipad,E292149,0.551617,0.6,PM25_SHARP5030i,0.894357,0.9,PM10_5014i
2021-01-03 03:00:00,2021-01-03,03:00,Golden Helipad,E292149,0.547402,0.5,PM25_SHARP5030i,0,0,PM10_5014i
2021-01-03 04:00:00,2021-01-03,04:00,Golden Helipad,E292149,0.978124,1,PM25_SHARP5030i,1.872244,1.9,PM10_5014i
2021-01-03 05:00:00,2021-01-03,05:00,Golden Helipad,E292149,6.897799,6.9,PM25_SHARP5030i,6.696886,6.7,PM10_5014i
2021-01-03 06:00:00,2021-01-03,06:00,Golden Helipad,E292149,4.076755,4.1,PM25_SHARP5030i,10.8896,10.9,PM10_5014i
2021-01-03 07:00:00,2021-01-03,07:00,Golden Helipad,E292149,7.437828,7.4,PM25_SHARP5030i,7.587262,7.6,PM10_5014i
2021-01-03 08:00:00,2021-01-03,08:00,Golden Helipad,E292149,8.570089,8.6,PM25_SHARP5030i,11.26674,11.3,PM10_5014i
2021-01-03 09:00:00,2021-01-03,09:00,Golden Helipad,E292149,15.07534,15.1,PM25_SHARP5030i,17.70922,17.7,PM10_5014i
2021-01-03 10:00:00,2021-01-03,10:00,Golden Helipad,E292149,13.6582,13.7,PM25_SHARP5030i,18.73972,18.7,PM10_5014i
2021-01-03 11:00:00,2021-01-03,11:00,Golden Helipad,E292149,9.308704,9.3,PM25_SHARP5030i,15.26516,15.3,PM10_5014i
2021-01-03 12:00:00,2021-01-03,12:00,Golden Helipad,E292149,5.923651,5.9,PM25_SHARP5030i,12.32882,12.3,PM10_5014i
2021-01-03 13:00:00,2021-01-03,13:00,Golden Helipad,E292149,4.323821,4.3,PM25_SHARP5030i,8.949304,8.9,PM10_5014i
2021-01-03 14:00:00,2021-01-03,14:00,Golden Helipad,E292149,3.002362,3,PM25_SHARP5030i,3.952267,4,PM10_5014i
2021-01-03 15:00:00,2021-01-03,15:00,Golden Helipad,E292149,7.780564,7.8,PM25_SHARP5030i,6.36864,6.4,PM10_5014i
2021-01-03 16:00:00,2021-01-03,16:00,Golden Helipad,E292149,6.529335,6.5,PM25_SHARP5030i,10.99544,11,PM10_5014i
2021-01-03 17:00:00,2021-01-03,17:00,Golden Helipad,E292149,12.94337,12.9,PM25_SHARP5030i,15.85501,15.9,PM10_5014i
2021-01-03 18:00:00,2021-01-03,18:00,Golden Helipad,E292149,11.75947,11.8,PM25_SHARP5030i,19.56332,19.6,PM10_5014i
